generation,generation_best,generation_mean,best_so_far,elapsed_seconds
77,982,993.28,979,0.3252679090001038
78,982,1007.52,979,0.3294704070003718
79,982,1004.82,979,0.3336052189997645
80,982,999.88,979,0.33803452600022865
81,982,1012.12,979,0.34219308699994144
82,982,995.92,979,0.345590472999902
83,982,992.12,979,0.34980840800017177
84,982,997.92,979,0.35362378700028785
85,982,1001.26,979,0.35708767200048896
86,982,995.24,979,0.3609042380003302
87,982,992.94,979,0.36500580000029004
88,982,987.38,979,0.36902423900028225
89,982,997.84,979,0.37302367800020875
90,982,990.1,979,0.37692218000029243
91,982,989.64,979,0.3814013620003607
92,982,994.48,979,0.3855551730002844
93,982,991.4,979,0.3898229830001583
94,982,992.84,979,0.3935409880004954
95,982,995.2,979,0.39817335499992623
96,982,993.36,979,0.40207067000028474
97,982,993.56,979,0.40631354300057865
98,982,1002.64,979,0.41157290000046487
99,982,998.18,979,0.4162207039998975
100,982,997.4,979,0.4202830790000007
101,982,985.02,979,0.42418276900025376
102,982,983.44,979,0.4278699000005872
103,982,996.12,979,0.4321495849999337
104,982,994.44,979,0.4362820209998972
105,982,993.16,979,0.4403740839998136
106,982,994.44,979,0.4447986410004887
107,982,998.56,979,0.448865766000381
108,982,993.46,979,0.45272745700003725
109,982,997.94,979,0.45682664400010253
110,982,989.56,979,0.4612001400000736
111,982,998.94,979,0.46515801700024895
112,982,1003.1,979,0.46901614499984134
113,982,993.76,979,0.47333976600020833
114,982,998.9,979,0.4776705129997936
115,982,1002.52,979,0.4822209430003568
116,982,997.82,979,0.48670606199993927
117,982,994.6,979,0.49093112199989264
118,982,987.98,979,0.49475481399986165
119,982,992.8,979,0.4991829330001565
120,982,998.4,979,0.5031289349999497
121,982,998.54,979,0.5072566220005683
122,982,997.06,979,0.5123141069998383
123,982,994.48,979,0.5155499950005833
124,982,999.06,979,0.5191195650004374
125,982,1000.82,979,0.5231522539997968
126,982,1005.4,979,0.5275257490002332
127,982,1002.96,979,0.532217490000221
128,982,997.74,979,0.536449674999858
129,982,1006.86,979,0.5408849200002805
130,982,1007.6,979,0.545384288000605
131,982,998.42,979,0.5496746600001643
132,982,1004.2,979,0.5540778430004138
133,982,998.98,979,0.5573861670000042
134,982,1001.74,979,0.5615613529998882
135,982,1004.14,979,0.5663136550001582
136,982,1003.62,979,0.5701112220003779
137,982,1007.98,979,0.5739527260002433
138,982,1010.68,979,0.578329783999834
139,982,1018.22,979,0.582019290000062
140,982,1005.5,979,0.5852100530000826
141,982,1007.78,979,0.5891524930002561
142,982,1008.72,979,0.5931756810005027
143,982,1002.44,979,0.5972238069998639
144,982,1003.66,979,0.6015213040000162
145,982,1004.68,979,0.6060159220005517
146,982,1008.84,979,0.6100391110003329
147,982,1013.5,979,0.6147308509998766
148,982,1004.3,979,0.6188632880002842
149,982,997.18,979,0.6231667219999508
150,982,1002.44,979,0.62766609099981
