generation,generation_best,generation_mean,best_so_far,elapsed_seconds
0,1923,2068.58,1923,0.029127457000868162
1,1921,2058.32,1921,0.05223349800053256
2,1867,2034.54,1867,0.07692949600004795
3,1867,2035.88,1867,0.0988481150006919
4,1867,2015.78,1867,0.11926108400075464
5,1867,2010.14,1867,0.1384961290004867
6,1919,1991.72,1867,0.15910620900012873
7,1916,1996.92,1867,0.1823891760004699
8,1890,1981.6,1867,0.20519717400020454
9,1855,1969.06,1855,0.23027433500010375
10,1890,1958.5,1855,0.2536095479999858
11,1890,1961.34,1855,0.27156930300043314
12,1887,1954.32,1855,0.2918100950000735
13,1880,1954.8,1855,0.31323949600027845
14,1874,1950.86,1855,0.3335491580000962
15,1857,1942.68,1855,0.3535619650001536
16,1830,1925.5,1830,0.3764495200002784
17,1830,1923.2,1830,0.39693254600024375
18,1849,1917.44,1830,0.4189473470005396
19,1820,1911.36,1820,0.4392035750006471
20,1831,1909.58,1820,0.4601318840004751
21,1826,1917.6,1820,0.48430066800028726
22,1826,1918.42,1820,0.5018483870007913
23,1847,1912.38,1820,0.5214574700003141
24,1858,1916.82,1820,0.544098042000769
25,1837,1903.84,1820,0.5651344060006522
26,1867,1916.08,1820,0.5888780930008579
27,1829,1909.22,1820,0.6082936259999769
28,1829,1902.82,1820,0.628908453000804
29,1823,1894.26,1820,0.6432216320008592
30,1825,1887.42,1820,0.6649003880002056
31,1829,1895.96,1820,0.6883733370004848
32,1833,1890.26,1820,0.7123877510002785
33,1821,1878.48,1820,0.7359176970003318
34,1837,1880.28,1820,0.7590237330005039
35,1831,1884.88,1820,0.7831580760002907
36,1822,1885.12,1820,0.804646844000672
37,1831,1884.52,1820,0.8262579170004756
38,1830,1888.16,1820,0.8509028510006829
39,1816,1881.16,1816,0.874564601000202
40,1809,1870.6,1809,0.8959833110002364
41,1813,1864.08,1809,0.917912613000226
42,1813,1870.92,1809,0.9374136370006454
43,1813,1872.08,1809,0.9611430700006167
44,1829,1873.06,1809,0.9817626450003445
45,1812,1866.6,1809,1.0039021200000207
46,1824,1862.16,1809,1.0208608750008352
47,1820,1862.6,1809,1.0427177440005835
48,1813,1862.04,1809,1.060825923000266
49,1824,1875.2,1809,1.083566233000056
50,1821,1876.26,1809,1.1049801930003014
51,1810,1869.48,1809,1.126451150000321
52,1809,1871.06,1809,1.1497982330001832
53,1813,1873.92,1809,1.1740085710007406
54,1813,1861.72,1809,1.1968403130003935
55,1809,1864.86,1809,1.2179823540000143
56,1823,1866.06,1809,1.2414576790006322
57,1811,1869.42,1809,1.264579151000362
58,1809,1863.22,1809,1.283087491000515
59,1816,1866.44,1809,1.3046344430003955
60,1821,1864.82,1809,1.3249607249999826
61,1812,1853.8,1809,1.3464554300007876
62,1817,1858.86,1809,1.3680985630007854
63,1797,1857.76,1797,1.3877195170007326
64,1804,1852.58,1797,1.4059701870000936
65,1804,1860.72,1797,1.4263024060001044
66,1804,1855.12,1797,1.4480868420005208
67,1797,1855.14,1797,1.4712178140007381
68,1805,1848.34,1797,1.4905977220005298
69,1804,1847.6,1797,1.5127466960002494
70,1804,1850.04,1797,1.5333306490001632
71,1800,1846.02,1797,1.5552741999999853
72,1796,1840.3,1796,1.5783173030004036
73,1796,1839.24,1796,1.602202287000182
74,1802,1834.92,1796,1.622441885000626
75,1802,1840.1,1796,1.646727027000452
76,1791,1842.74,1791,1.667230231000758
77,1789,1836.74,1789,1.6848100040006102
78,1791,1834.5,1789,1.7071169010005178
79,1792,1828.84,1789,1.7276331670000218
80,1788,1826.18,1788,1.748427289000574
81,1786,1818.8,1786,1.7673737840004833
82,1788,1828.68,1786,1.7893125800001144
83,1789,1823.46,1786,1.8064921920004053
84,1791,1825.14,1786,1.8263197539999965
85,1789,1826.5,1786,1.8476909630007867
86,1788,1821.16,1786,1.8687451300002067
87,1789,1823.1,1786,1.887240405000739
88,1788,1826.16,1786,1.912227312000141
89,1786,1823.0,1786,1.9347574450002867
90,1787,1822.14,1786,1.9551359700008106
91,1784,1814.22,1784,1.9746797370007698
92,1785,1816.82,1784,1.9937057890001597
93,1785,1817.86,1784,2.015855947000091
94,1784,1819.3,1784,2.0364363329999833
95,1785,1819.6,1784,2.0579642820002846
96,1784,1815.16,1784,2.0761686390005707
97,1784,1813.2,1784,2.0968226450004295
98,1784,1811.64,1784,2.119446584000798
99,1784,1812.44,1784,2.1367330640005093
100,1784,1813.74,1784,2.156291081000745
101,1784,1817.24,1784,2.1777893440003027
102,1784,1815.76,1784,2.1980883120004364
103,1784,1815.98,1784,2.2202942780004378
104,1784,1809.12,1784,2.241635802000019
105,1784,1805.08,1784,2.261046578000787
106,1784,1808.36,1784,2.2823251680001704
107,1786,1811.88,1784,2.3020114270002523
108,1784,1812.96,1784,2.321912608000275
109,1786,1807.62,1784,2.3424846830002934
110,1784,1802.88,1784,2.3601903220005624
111,1784,1801.36,1784,2.3817384570002105
112,1784,1799.26,1784,2.4009378730006574
113,1784,1802.34,1784,2.422431386000426
114,1784,1801.12,1784,2.4456668470002114
115,1784,1802.68,1784,2.4686363250002614
116,1784,1798.24,1784,2.4869701110001188
117,1784,1796.76,1784,2.506313204000435
118,1784,1798.16,1784,2.528642663000028
119,1784,1794.98,1784,2.5491482420002285
120,1784,1799.82,1784,2.5719122960008463
121,1784,1800.24,1784,2.5914762500005963
122,1784,1799.22,1784,2.611953330000688
123,1784,1797.84,1784,2.6333803440002157
124,1784,1795.4,1784,2.6566063010004655
125,1784,1792.0,1784,2.6757190309999714
126,1784,1795.0,1784,2.695944375000181
127,1784,1791.82,1784,2.7204919310006517
128,1784,1792.28,1784,2.7417206449999867
129,1784,1791.78,1784,2.7637912420004795
130,1784,1790.84,1784,2.786067261000426
131,1784,1790.7,1784,2.8093870239999887
132,1784,1791.98,1784,2.8313733140003023
133,1784,1791.38,1784,2.85396518700054
134,1784,1791.56,1784,2.8713383460008117
135,1784,1791.06,1784,2.888373089000197
136,1784,1788.0,1784,2.908700551000038
137,1784,1796.78,1784,2.9307129630005875
138,1784,1789.22,1784,2.950529834000008
139,1784,1791.42,1784,2.9681084160001774
140,1784,1791.42,1784,2.990556612000546
141,1784,1788.44,1784,3.0103627960006634
142,1784,1788.12,1784,3.031975047000742
143,1784,1790.64,1784,3.0529935880003904
144,1784,1789.88,1784,3.074075062000702
145,1784,1787.28,1784,3.094932114000585
146,1784,1790.08,1784,3.1128360490001796
147,1784,1790.26,1784,3.1377160840002034
148,1784,1788.06,1784,3.1579948610005886
149,1784,1786.82,1784,3.1786251160001484
150,1784,1788.08,1784,3.2004344790002506
