generation,generation_best,generation_mean,best_so_far,elapsed_seconds
0,729,834.35,729,0.0009773179999683634
1,744,832.95,729,0.0019439480001892662
2,770,852.8,729,0.0029462040001817513
3,731,837.55,729,0.0036313959999461076
4,731,802.3,729,0.004501837999669078
5,740,792.55,729,0.005058779000137292
6,723,790.05,723,0.005830658000377298
7,727,801.45,723,0.006771164000383578
8,695,785.1,695,0.007695043999774498
9,695,778.95,695,0.008398048000344716
10,708,775.7,695,0.009244740999747592
11,708,791.85,695,0.010003557000345609
12,708,773.05,695,0.010629374000018288
13,708,762.15,695,0.01138818999970681
14,726,770.4,695,0.012242007999702764
15,701,761.55,695,0.013093450000269513
16,699,762.8,695,0.014083830999879865
17,699,753.95,695,0.015023148999716796
18,710,742.85,695,0.0159339669999099
19,700,746.85,695,0.016840033999869775
20,671,738.65,671,0.017564413999934914
21,671,747.4,671,0.018439606000356434
22,691,740.2,671,0.019228111000302306
23,691,741.4,671,0.02029924199996458
24,691,744.95,671,0.021223122000264993
25,691,737.55,671,0.02207337700019707
26,693,734.7,671,0.023011508000308822
27,691,738.0,671,0.023892637999779254
28,677,724.05,671,0.02484145600010379
29,691,736.25,671,0.025601459999961662
30,691,715.6,671,0.026540777999798593
31,683,721.5,671,0.027465846000268357
32,686,721.65,671,0.0283624140001848
33,686,705.9,671,0.029212667999672703
34,686,709.0,671,0.030137736000142468
35,686,705.3,671,0.030835990000014135
36,686,705.05,671,0.031586494999828574
37,686,702.65,671,0.03208881000045949
38,670,701.4,670,0.03275262599981943
39,671,691.75,670,0.03350669300016307
40,671,700.8,670,0.03435338600047544
41,671,699.75,670,0.03518107800027792
42,671,710.15,670,0.0360087700000804
43,666,702.6,666,0.03702171399982035
44,666,696.95,666,0.037861281000004965
45,666,689.85,666,0.038280470999779936
46,666,687.6,666,0.03901553800005786
47,666,684.65,666,0.03975772900048469
48,666,678.2,666,0.04058660900045652
49,666,681.1,666,0.041407175999665924
50,666,675.9,666,0.042195680999611795
51,666,681.5,666,0.042979435000233934
52,666,671.1,666,0.043973378999908164
53,666,686.75,666,0.0448901339996155
54,666,681.0,666,0.04576295199967717
55,666,668.95,666,0.04658470600043074
56,666,669.7,666,0.047247335000065505
57,666,671.35,666,0.047901650999847334
58,666,679.65,666,0.04872578100003011
59,666,669.05,666,0.049541598000359954
60,666,669.6,666,0.050366915999802586
61,666,670.7,666,0.0512326079997365
62,666,672.3,666,0.0519130499997118
63,666,674.6,666,0.05290818000048603
64,666,676.1,666,0.05358149699986825
65,666,666.0,666,0.054354564000277605
66,666,670.4,666,0.05513594300009572
67,666,679.55,666,0.05590901000050508
68,666,673.2,666,0.05651345099977334
69,666,672.95,666,0.05724258000009286
70,666,668.35,666,0.05815577300018049
71,666,669.75,666,0.058988214999772026
72,666,666.55,666,0.05946203100029379
73,666,671.25,666,0.06003203399995982
74,666,671.6,666,0.06086685100035538
75,666,668.4,666,0.06177648199991381
76,666,675.3,666,0.06252461100029905
77,666,668.1,666,0.0633463659996778
78,666,668.15,666,0.06425837100050558
79,666,667.25,666,0.06503975000032369
80,666,678.75,666,0.0659565060004752
81,666,675.05,666,0.06691482400037785
82,666,671.4,666,0.06764157799989334
83,666,672.25,666,0.06847758300045825
84,666,669.25,666,0.06921146199965733
85,666,666.4,666,0.06999165399975027
86,666,670.15,666,0.07090128399977402
87,666,672.7,666,0.07154372500008321
88,666,670.45,666,0.07228829199993925
89,666,668.85,666,0.07303879699975369
90,666,674.55,666,0.07372992599994177
91,666,677.35,666,0.07465499299996736
92,666,684.35,666,0.0754636860001483
93,666,677.95,666,0.07605268899988005
94,666,674.75,666,0.07696350700007315
95,666,670.65,666,0.07752401000016107
96,666,673.5,666,0.07849064099991665
97,666,676.45,666,0.07935395799995604
98,666,675.0,666,0.08004746200003865
99,666,671.6,666,0.08087634200001048
100,666,670.0,666,0.08168740899964178
101,666,668.05,666,0.08242722599970875
102,666,672.45,666,0.08320385499973781
103,666,678.55,666,0.08398879699961981
104,666,670.95,666,0.08503142799963825
105,666,666.0,666,0.08598737099964637
106,666,671.9,666,0.08685068900012993
107,666,682.4,666,0.08764869300011924
108,666,685.25,666,0.08885519999967073
109,666,679.1,666,0.08971732999998494
110,666,677.15,666,0.09057233499970607
111,666,675.9,666,0.09143921499980934
112,666,684.95,666,0.09211728199989011
113,666,677.2,666,0.09317060000012134
114,666,669.6,666,0.09407310599999619
115,666,670.9,666,0.09492692300045746
116,666,669.45,666,0.09577717800038954
117,666,672.75,666,0.09654312000020582
118,666,679.5,666,0.0975715009999476
119,666,682.25,666,0.09823769200011156
120,666,667.7,666,0.0989240709996011
121,666,669.65,666,0.09958907500003988
122,666,675.65,666,0.10026239099988743
123,666,670.6,666,0.1010770210004921
124,666,671.4,666,0.10184771300009743
125,666,676.95,666,0.10264215500046703
126,666,674.3,666,0.10362303600049927
127,666,683.45,666,0.10448754099979851
128,666,679.85,666,0.10539004600013868
129,666,677.05,666,0.10619517600025574
130,666,670.45,666,0.10704543100018782
131,666,674.85,666,0.10791943599997467
132,666,694.45,666,0.10882669100010389
133,666,693.55,666,0.10967813299976115
134,666,686.7,666,0.11054620100003376
135,666,668.7,666,0.11147483100012323
136,666,678.55,666,0.11242721199960215
137,666,682.6,666,0.11329290400044556
138,666,685.05,666,0.11420015899966529
139,666,677.8,666,0.11496728899965092
140,666,674.85,666,0.11588998200022615
141,666,673.75,666,0.11678654899969843
142,666,680.35,666,0.11769142899993312
143,666,678.95,666,0.11832912099998794
144,666,674.2,666,0.11950237699966237
145,666,677.8,666,0.12055332100044325
146,666,675.3,666,0.1213786380003512
147,666,666.0,666,0.12209826700018311
148,666,678.35,666,0.12305539800036058
149,666,684.3,666,0.12410277900016808
150,666,673.9,666,0.12486990799970954
