generation,generation_best,generation_mean,best_so_far,elapsed_seconds
127,1903,1932.35,1887,1.177838805000647
128,1896,1922.75,1887,1.1882152930002121
129,1904,1933.1,1887,1.1975267030002215
130,1904,1930.85,1887,1.206795367000268
131,1904,1919.85,1887,1.2116814239998348
132,1904,1932.95,1887,1.2222538280002482
133,1904,1952.45,1887,1.2315213060001042
134,1904,1943.95,1887,1.2397082699999373
135,1904,1932.35,1887,1.2490125559997978
136,1904,1928.95,1887,1.2583750230005535
137,1904,1919.4,1887,1.2639224470003683
138,1904,1928.5,1887,1.2728206490000957
139,1904,1933.15,1887,1.283503478000057
140,1904,1924.85,1887,1.291724876000444
141,1904,1917.5,1887,1.2987933300000805
142,1904,1917.1,1887,1.3065374010002415
143,1904,1941.35,1887,1.3153702979998343
144,1904,1949.1,1887,1.324792133000301
145,1904,1944.4,1887,1.335280232000514
146,1904,1937.35,1887,1.344284110999979
147,1904,1927.15,1887,1.3515496700001677
148,1904,1918.45,1887,1.3620627039999817
149,1904,1916.45,1887,1.3692498959999284
150,1904,1936.1,1887,1.379203676000543
