generation,generation_best,generation_mean,best_so_far,elapsed_seconds
0,883,1020.36,883,0.0049980809999397025
1,898,976.86,883,0.00932880100026523
2,882,979.48,882,0.014139259999865317
3,857,981.58,857,0.019359399000677513
4,861,961.34,857,0.024438228000690287
5,843,955.88,843,0.02918337600021914
6,841,935.2,841,0.03360909399998491
7,832,936.22,832,0.03809893600009673
8,860,944.24,832,0.04243559299993649
9,841,918.72,832,0.04687674800061359
10,850,912.28,832,0.05112909499985108
11,850,910.62,832,0.05546219000007113
12,848,908.4,832,0.058702807999907236
13,823,890.22,823,0.06237804200009123
14,829,893.54,823,0.0666945120001401
15,812,886.36,812,0.07084829799987347
16,826,896.04,812,0.07520989300064684
17,816,882.0,812,0.07938742800070031
18,816,886.46,812,0.08377870900039852
19,818,897.3,812,0.08815217800020037
20,821,877.88,812,0.09295907600062492
21,821,875.74,812,0.09779091000018525
22,820,877.78,812,0.10210500500033959
23,823,873.28,812,0.10582773800069845
24,816,870.2,812,0.10968228100045962
25,804,866.68,804,0.11377431800065096
26,804,864.08,804,0.11826891000055184
27,813,864.48,804,0.12224457499996788
28,811,860.98,804,0.12598037000043405
29,803,862.14,803,0.13016740500006563
30,803,855.08,803,0.13410863399985828
31,804,850.34,803,0.13785155400000804
32,804,857.42,803,0.14215258700005506
33,801,854.32,801,0.1462113750003482
34,811,843.94,801,0.15095652400032122
35,802,842.08,801,0.1553656169999158
36,803,850.82,801,0.1590871620001053
37,803,848.42,801,0.16349388100024953
38,797,852.16,797,0.1676346049998756
39,804,853.38,797,0.1721517579999272
40,803,837.2,797,0.17610011099986878
41,803,837.28,797,0.1800662760006162
42,803,829.84,797,0.18407162800031074
43,803,837.3,797,0.18844866000017646
44,803,828.98,797,0.19256444700022257
45,803,833.02,797,0.19663867200051754
46,803,832.24,797,0.20105607799996505
47,803,833.5,797,0.2057442280001851
48,798,827.42,797,0.20930902600048285
49,798,830.5,797,0.21353762299986556
50,798,833.6,797,0.21716179600025498
51,798,827.18,797,0.2207895310002641
52,803,823.94,797,0.22498962900044717
53,803,827.28,797,0.2286304260005636
54,802,821.0,797,0.23273790100029146
55,803,821.28,797,0.23708049500055495
56,797,810.64,797,0.24112384599993675
57,803,824.6,797,0.24543556700064073
58,803,820.3,797,0.249343546000091
59,803,816.48,797,0.25277178499982256
60,797,813.44,797,0.25711319200036087
61,797,812.94,797,0.26077536400043755
62,797,812.22,797,0.26562738500069827
63,797,806.7,797,0.2694831150001846
64,797,819.22,797,0.2741712650004047
65,784,813.12,784,0.27799968300041655
66,784,804.62,784,0.28163572999983444
67,784,810.56,784,0.2858358280000175
68,784,814.32,784,0.2900478010005827
69,784,809.5,784,0.2943333970006279
70,784,808.32,784,0.29860118000033253
71,784,814.16,784,0.30307202200037864
72,784,809.96,784,0.30767823600035626
73,784,808.62,784,0.3115078420005375
74,784,803.96,784,0.3155203189999156
75,784,802.56,784,0.3188701850003781
76,784,804.62,784,0.3232495910006037
77,784,803.32,784,0.32742000200050825
78,784,798.62,784,0.33118785900023795
79,784,801.78,784,0.3352193350001471
80,784,810.74,784,0.3395144310006799
81,784,802.88,784,0.34369671600052243
82,784,804.32,784,0.3478766270000051
83,784,804.12,784,0.3518689170005018
84,784,795.36,784,0.35509291000016674
85,784,813.54,784,0.35952337800063106
