instance,parameter_set,generation,mean_best_so_far,std_best_so_far
la02,reference,117,675.2666666666667,8.170313518372826
la02,reference,118,675.2666666666667,8.170313518372826
la02,reference,119,675.1333333333333,8.139869241232798
la02,reference,120,674.9666666666667,7.997772678445665
la02,reference,121,674.9666666666667,7.997772678445665
la02,reference,122,674.8666666666667,8.016075802059747
la02,reference,123,674.8666666666667,8.016075802059747
la02,reference,124,674.8666666666667,8.016075802059747
la02,reference,125,674.8666666666667,8.016075802059747
la02,reference,126,674.8666666666667,8.016075802059747
la02,reference,127,674.8666666666667,8.016075802059747
la02,reference,128,674.8666666666667,8.016075802059747
la02,reference,129,674.8666666666667,8.016075802059747
la02,reference,130,674.8666666666667,8.016075802059747
la02,reference,131,674.8666666666667,8.016075802059747
la02,reference,132,674.8666666666667,8.016075802059747
la02,reference,133,674.8666666666667,8.016075802059747
la02,reference,134,674.8666666666667,8.016075802059747
la02,reference,135,674.8666666666667,8.016075802059747
la02,reference,136,674.8666666666667,8.016075802059747
la02,reference,137,674.8666666666667,8.016075802059747
la02,reference,138,674.8666666666667,8.016075802059747
la02,reference,139,674.8666666666667,8.016075802059747
la02,reference,140,674.8666666666667,8.016075802059747
la02,reference,141,674.8666666666667,8.016075802059747
la02,reference,142,674.8666666666667,8.016075802059747
la02,reference,143,674.6333333333333,8.202116351508199
la02,reference,144,674.6333333333333,8.202116351508199
la02,reference,145,674.6333333333333,8.202116351508199
la02,reference,146,674.5666666666667,8.257424384834799
la02,reference,147,674.5,8.295200107748228
la02,reference,148,674.5,8.295200107748228
la02,reference,149,674.5,8.295200107748228
la02,reference,150,674.5,8.295200107748228
la02,smaller_population,0,786.6333333333333,19.01810994150382
la02,smaller_population,1,767.5666666666667,23.457493962239568
la02,smaller_population,2,760,21.34769631438096
la02,smaller_population,3,753.6333333333333,19.77020281990627
la02,smaller_population,4,752.1,19.883019960725804
la02,smaller_population,5,748.6666666666666,19.255690306904146
la02,smaller_population,6,747.1333333333333,19.56022236199207
la02,smaller_population,7,744.0333333333333,19.508589325506453
la02,smaller_population,8,741.9,18.581321730204753
la02,smaller_population,9,738.7,17.07215922751587
la02,smaller_population,10,736.7333333333333,19.465147161606268
la02,smaller_population,11,734.9333333333333,20.049822999190056
la02,smaller_population,12,733.0666666666667,19.837153114249052
la02,smaller_population,13,731.8333333333334,19.257033347152237
la02,smaller_population,14,730.2,20.60699579905011
la02,smaller_population,15,729.3,19.851430939477073
la02,smaller_population,16,729.1,19.675558091370537
la02,smaller_population,17,726.9333333333333,21.188697919887147
la02,smaller_population,18,725.7333333333333,21.68414856180834
la02,smaller_population,19,725,21.31860123508786
la02,smaller_population,20,723.6333333333333,21.758047791062527
la02,smaller_population,21,722.2,20.51307404794688
la02,smaller_population,22,721.7666666666667,20.365087321423285
la02,smaller_population,23,721.7666666666667,20.365087321423285
la02,smaller_population,24,720.6333333333333,19.081464798347497
la02,smaller_population,25,720.2666666666667,19.219123617992526
la02,smaller_population,26,720.2666666666667,19.219123617992526
la02,smaller_population,27,720.0666666666667,19.2173293442777
la02,smaller_population,28,719.8666666666667,19.18464424253532
la02,smaller_population,29,718.5666666666667,20.095776419065214
la02,smaller_population,30,718.2333333333333,19.985655775620906
la02,smaller_population,31,717.8666666666667,20.033994098537363
la02,smaller_population,32,717.8333333333334,20.010485756969647
la02,smaller_population,33,717.8333333333334,20.010485756969647
la02,smaller_population,34,717.1666666666666,20.05695912134744
la02,smaller_population,35,716.9333333333333,19.845842669545878
la02,smaller_population,36,716.8,19.815354547977915
la02,smaller_population,37,716.7,19.868793761002237
la02,smaller_population,38,716.7,19.868793761002237
la02,smaller_population,39,716.3333333333334,20.021253075485653
la02,smaller_population,40,716.2333333333333,20.045952955273975
la02,smaller_population,41,715.9333333333333,19.60107902260931
la02,smaller_population,42,715.7666666666667,19.60415742912067
la02,smaller_population,43,715.7666666666667,19.60415742912067
la02,smaller_population,44,715.4,19.633890474697413
la02,smaller_population,45,714.8,19.91949313854526
la02,smaller_population,46,713.3666666666667,20.440803232300077
la02,smaller_population,47,712.3333333333334,21.171440316083157
la02,smaller_population,48,712.3333333333334,21.171440316083157
la02,smaller_population,49,712.3333333333334,21.171440316083157
la02,smaller_population,50,712.3333333333334,21.171440316083157
la02,smaller_population,51,712.3333333333334,21.171440316083157
la02,smaller_population,52,712.3333333333334,21.171440316083157
la02,smaller_population,53,712.3333333333334,21.171440316083157
la02,smaller_population,54,712.3333333333334,21.171440316083157
la02,smaller_population,55,712.3333333333334,21.171440316083157
la02,smaller_population,56,712.1666666666666,21.038689046174174
la02,smaller_population,57,712.1666666666666,21.038689046174174
la02,smaller_population,58,711.8666666666667,21.105209903184363
la02,smaller_population,59,711.4333333333333,20.93781158629021
la02,smaller_population,60,711.3666666666667,20.879759764328995
la02,smaller_population,61,711.3666666666667,20.879759764328995
la02,smaller_population,62,711.3666666666667,20.879759764328995
la02,smaller_population,63,711.3666666666667,20.879759764328995
la02,smaller_population,64,711.3333333333334,20.907568887405567
la02,smaller_population,65,711.3333333333334,20.907568887405567
la02,smaller_population,66,711.3333333333334,20.907568887405567
la02,smaller_population,67,711.3,20.880860730046216
la02,smaller_population,68,711.3,20.880860730046216
la02,smaller_population,69,711.1333333333333,20.770890328954877
la02,smaller_population,70,711.1333333333333,20.770890328954877
la02,smaller_population,71,711.1333333333333,20.770890328954877
la02,smaller_population,72,711.1333333333333,20.770890328954877
la02,smaller_population,73,710.8333333333334,21.01573028805399
la02,smaller_population,74,710.8333333333334,21.01573028805399
la02,smaller_population,75,710.7333333333333,21.105536670762948
la02,smaller_population,76,710.6666666666666,20.98987166810884
la02,smaller_population,77,710.6666666666666,20.98987166810884
la02,smaller_population,78,710.6666666666666,20.98987166810884
la02,smaller_population,79,710.6666666666666,20.98987166810884
la02,smaller_population,80,710.2,20.632080811704128
la02,smaller_population,81,710.2,20.632080811704128
la02,smaller_population,82,710.1333333333333,20.53211669779699
la02,smaller_population,83,710.1333333333333,20.53211669779699
la02,smaller_population,84,710.1333333333333,20.53211669779699
la02,smaller_population,85,710,20.55270768301462
la02,smaller_population,86,710,20.55270768301462
la02,smaller_population,87,710,20.55270768301462
la02,smaller_population,88,710,20.55270768301462
la02,smaller_population,89,710,20.55270768301462
la02,smaller_population,90,710,20.55270768301462
la02,smaller_population,91,710,20.55270768301462
la02,smaller_population,92,710,20.55270768301462
la02,smaller_population,93,709.7666666666667,20.72094281794069
la02,smaller_population,94,709.7666666666667,20.72094281794069
la02,smaller_population,95,709.7666666666667,20.72094281794069
la02,smaller_population,96,709.7666666666667,20.72094281794069
la02,smaller_population,97,709.7666666666667,20.72094281794069
la02,smaller_population,98,709.7666666666667,20.72094281794069
la02,smaller_population,99,709.7666666666667,20.72094281794069
la02,smaller_population,100,709.7666666666667,20.72094281794069
la02,smaller_population,101,709.7666666666667,20.72094281794069
la02,smaller_population,102,709.7666666666667,20.72094281794069
la02,smaller_population,103,709.7666666666667,20.72094281794069
la02,smaller_population,104,709.7666666666667,20.72094281794069
la02,smaller_population,105,709.7,20.80309990163104
la02,smaller_population,106,709.7,20.80309990163104
la02,smaller_population,107,709.7,20.80309990163104
la02,smaller_population,108,709.7,20.80309990163104
la02,smaller_population,109,709.7,20.80309990163104
la02,smaller_population,110,709.7,20.80309990163104
la02,smaller_population,111,709.7,20.80309990163104
la02,smaller_population,112,709.7,20.80309990163104
la02,smaller_population,113,709.7,20.80309990163104
la02,smaller_population,114,709.3,21.265400099205994
la02,smaller_population,115,709.3,21.265400099205994
la02,smaller_population,116,709.3,21.265400099205994
la02,smaller_population,117,709.3,21.265400099205994
la02,smaller_population,118,709.3,21.265400099205994
la02,smaller_population,119,709.3,21.265400099205994
la02,smaller_population,120,709.3,21.265400099205994
la02,smaller_population,121,709.1,21.003037547147713
la02,smaller_population,122,709.1,21.003037547147713
la02,smaller_population,123,709.1,21.003037547147713
la02,smaller_population,124,709.1,21.003037547147713
la02,smaller_population,125,709.1,21.003037547147713
la02,smaller_population,126,709.1,21.003037547147713
la02,smaller_population,127,708.1666666666666,20.832804590991508
la02,smaller_population,128,708.1666666666666,20.832804590991508
la02,smaller_population,129,708.1,20.790166773808203
la02,smaller_population,130,707.9333333333333,20.78615808214909
la02,smaller_population,131,707.9333333333333,20.78615808214909
la02,smaller_population,132,707.9333333333333,20.78615808214909
la02,smaller_population,133,707.5666666666667,20.45968842809471
la02,smaller_population,134,707.4,20.493228486334296
la02,smaller_population,135,707.4,20.493228486334296
la02,smaller_population,136,707.4,20.493228486334296
la02,smaller_population,137,707.3666666666667,20.487983582196854
la02,smaller_population,138,707.3666666666667,20.487983582196854
la02,smaller_population,139,707.3666666666667,20.487983582196854
la02,smaller_population,140,707.0666666666667,20.513970568998754
la02,smaller_population,141,707.0666666666667,20.513970568998754
la02,smaller_population,142,707.0666666666667,20.513970568998754
la02,smaller_population,143,707.0666666666667,20.513970568998754
la02,smaller_population,144,707.0666666666667,20.513970568998754
la02,smaller_population,145,707.0666666666667,20.513970568998754
la02,smaller_population,146,707.0666666666667,20.513970568998754
la02,smaller_population,147,707.0666666666667,20.513970568998754
la02,smaller_population,148,707.0666666666667,20.513970568998754
la02,smaller_population,149,707.0666666666667,20.513970568998754
la02,smaller_population,150,707.0666666666667,20.513970568998754
la02,lower_mutation,0,767.1333333333333,16.12394521187052
la02,lower_mutation,1,754.5666666666667,15.155932793812946
la02,lower_mutation,2,751.1666666666666,15.335519584270376
la02,lower_mutation,3,745.7,13.07577386118946
la02,lower_mutation,4,742.1,11.433013299364621
la02,lower_mutation,5,740.5333333333333,10.30143389193393
la02,lower_mutation,6,736.5333333333333,12.675616922572885
la02,lower_mutation,7,732.7,12.624961590928258
la02,lower_mutation,8,731.3666666666667,11.737012876552868
la02,lower_mutation,9,723.7333333333333,12.792598434745136
la02,lower_mutation,10,720.9333333333333,12.854445986085725
la02,lower_mutation,11,718.0333333333333,13.288531050167448
la02,lower_mutation,12,714.7333333333333,12.806068963536413
la02,lower_mutation,13,713.0333333333333,14.087126266090667
la02,lower_mutation,14,711.7333333333333,14.00968466339682
la02,lower_mutation,15,710.3,13.980651654685312
la02,lower_mutation,16,707.6666666666666,14.35109831993725
la02,lower_mutation,17,707.5666666666667,14.296571407963118
la02,lower_mutation,18,707.1,14.399113957414905
la02,lower_mutation,19,704.9333333333333,13.06464915224532
la02,lower_mutation,20,702.5,13.469633791709358
la02,lower_mutation,21,698.2333333333333,11.737600451873291
la02,lower_mutation,22,697.2,11.517303324219128
la02,lower_mutation,23,697.0333333333333,11.254066953262084
la02,lower_mutation,24,694.9333333333333,11.999808427589608
la02,lower_mutation,25,694.1333333333333,11.990609352475719
la02,lower_mutation,26,693.9666666666667,12.02722008564347
la02,lower_mutation,27,692.9666666666667,11.53251276065683
la02,lower_mutation,28,692.7666666666667,11.385663499916609
la02,lower_mutation,29,691.3,11.756582895523271
la02,lower_mutation,30,690.6,12.144531904211615
la02,lower_mutation,31,690.3333333333334,12.40226156610249
la02,lower_mutation,32,689.9666666666667,12.075861740745841
la02,lower_mutation,33,689.5333333333333,12.085138588888572
la02,lower_mutation,34,689.3666666666667,12.268499987937522
la02,lower_mutation,35,689.0333333333333,12.285352459635469
la02,lower_mutation,36,688.1333333333333,12.456083774144494
la02,lower_mutation,37,688.0666666666667,12.417821823918022
la02,lower_mutation,38,687.8666666666667,12.356021381003519
la02,lower_mutation,39,687.8666666666667,12.356021381003519
la02,lower_mutation,40,687.4666666666667,12.397812191126174
la02,lower_mutation,41,686.7333333333333,12.665275180678028
la02,lower_mutation,42,686.1,13.052546323121836
la02,lower_mutation,43,685.4666666666667,12.976725407391903
la02,lower_mutation,44,685.3,13.159892044416234
la02,lower_mutation,45,685.1333333333333,13.23457679672855
la02,lower_mutation,46,685.0666666666667,13.276718885621406
la02,lower_mutation,47,684.8333333333334,13.321186996229192
la02,lower_mutation,48,684.4,13.545835344208706
la02,lower_mutation,49,684.3666666666667,13.56080389574492
la02,lower_mutation,50,683.7666666666667,13.705481745821906
la02,lower_mutation,51,682.7333333333333,12.13127429794389
la02,lower_mutation,52,682.7333333333333,12.13127429794389
la02,lower_mutation,53,682.4,11.96143227498135
la02,lower_mutation,54,682.4,11.96143227498135
la02,lower_mutation,55,682.2,11.931991191461023
la02,lower_mutation,56,682.1666666666666,11.93974335002088
la02,lower_mutation,57,682.1666666666666,11.93974335002088
la02,lower_mutation,58,682.0333333333333,11.975501813208535
la02,lower_mutation,59,682.0333333333333,11.975501813208535
la02,lower_mutation,60,682.0333333333333,11.975501813208535
la02,lower_mutation,61,681.9666666666667,12.035818191557643
la02,lower_mutation,62,681.9666666666667,12.035818191557643
la02,lower_mutation,63,681.4333333333333,12.469779560956583
la02,lower_mutation,64,681.1333333333333,12.623823491328999
la02,lower_mutation,65,680.6666666666666,12.836728913372063
la02,lower_mutation,66,680.6666666666666,12.836728913372063
la02,lower_mutation,67,680.6666666666666,12.836728913372063
la02,lower_mutation,68,680.6,12.802478208372865
la02,lower_mutation,69,680.6,12.802478208372865
la02,lower_mutation,70,680.6,12.802478208372865
la02,lower_mutation,71,680.6,12.802478208372865
la02,lower_mutation,72,680.5333333333333,12.845858941854491
la02,lower_mutation,73,680.1333333333333,13.08258472124319
la02,lower_mutation,74,680.1,13.115797266313416
la02,lower_mutation,75,680.0666666666667,13.151460737888772
la02,lower_mutation,76,680.0666666666667,13.151460737888772
la02,lower_mutation,77,679.8333333333334,13.104574966685156
la02,lower_mutation,78,679.8333333333334,13.104574966685156
la02,lower_mutation,79,679.8333333333334,13.104574966685156
la02,lower_mutation,80,679.4333333333333,13.312382965866218
la02,lower_mutation,81,679.4333333333333,13.312382965866218
la02,lower_mutation,82,679.4333333333333,13.312382965866218
la02,lower_mutation,83,679.4333333333333,13.312382965866218
la02,lower_mutation,84,679.4333333333333,13.312382965866218
la02,lower_mutation,85,679.1666666666666,13.666176049506019
la02,lower_mutation,86,679.1666666666666,13.666176049506019
la02,lower_mutation,87,679.0333333333333,13.576052276059446
la02,lower_mutation,88,679,13.584981565608803
la02,lower_mutation,89,679,13.584981565608803
la02,lower_mutation,90,679,13.584981565608803
la02,lower_mutation,91,679,13.584981565608803
la02,lower_mutation,92,679,13.584981565608803
la02,lower_mutation,93,678.7666666666667,13.52056755933111
la02,lower_mutation,94,678.7666666666667,13.52056755933111
la02,lower_mutation,95,678.7666666666667,13.52056755933111
la02,lower_mutation,96,678.7666666666667,13.52056755933111
la02,lower_mutation,97,678.7666666666667,13.52056755933111
la02,lower_mutation,98,678.6666666666666,13.56042246654817
la02,lower_mutation,99,678.6666666666666,13.56042246654817
la02,lower_mutation,100,678.6666666666666,13.56042246654817
la02,lower_mutation,101,678.6666666666666,13.56042246654817
la02,lower_mutation,102,678.6666666666666,13.56042246654817
la02,lower_mutation,103,678.6666666666666,13.56042246654817
la02,lower_mutation,104,678.6666666666666,13.56042246654817
la02,lower_mutation,105,678.6666666666666,13.56042246654817
la02,lower_mutation,106,678.6666666666666,13.56042246654817
la02,lower_mutation,107,678.6666666666666,13.56042246654817
la02,lower_mutation,108,678.6666666666666,13.56042246654817
la02,lower_mutation,109,678.6666666666666,13.56042246654817
la02,lower_mutation,110,678.6666666666666,13.56042246654817
la02,lower_mutation,111,678.6666666666666,13.56042246654817
la02,lower_mutation,112,678.6666666666666,13.56042246654817
la02,lower_mutation,113,678.6666666666666,13.56042246654817
la02,lower_mutation,114,678.6666666666666,13.56042246654817
la02,lower_mutation,115,678.6666666666666,13.56042246654817
la02,lower_mutation,116,678.6666666666666,13.56042246654817
la02,lower_mutation,117,678.6666666666666,13.56042246654817
la02,lower_mutation,118,678.4666666666667,13.720694999320107
la02,lower_mutation,119,678.4666666666667,13.720694999320107
la02,lower_mutation,120,678.4666666666667,13.720694999320107
la02,lower_mutation,121,678.4666666666667,13.720694999320107
la02,lower_mutation,122,678.4666666666667,13.720694999320107
la02,lower_mutation,123,678.4666666666667,13.720694999320107
la02,lower_mutation,124,678.4666666666667,13.720694999320107
la02,lower_mutation,125,678.0666666666667,13.8637043697049
la02,lower_mutation,126,677.9,13.96880761578799
la02,lower_mutation,127,677.9,13.96880761578799
la02,lower_mutation,128,677.9,13.96880761578799
la02,lower_mutation,129,677.9,13.96880761578799
la02,lower_mutation,130,677.9,13.96880761578799
la02,lower_mutation,131,677.9,13.96880761578799
la02,lower_mutation,132,677.9,13.96880761578799
la02,lower_mutation,133,677.9,13.96880761578799
la02,lower_mutation,134,677.9,13.96880761578799
la02,lower_mutation,135,677.9,13.96880761578799
la02,lower_mutation,136,677.9,13.96880761578799
la02,lower_mutation,137,677.9,13.96880761578799
la02,lower_mutation,138,677.9,13.96880761578799
la02,lower_mutation,139,677.9,13.96880761578799
la02,lower_mutation,140,677.9,13.96880761578799
la02,lower_mutation,141,677.9,13.96880761578799
la02,lower_mutation,142,677.9,13.96880761578799
la02,lower_mutation,143,677.9,13.96880761578799
la02,lower_mutation,144,677.9,13.96880761578799
la02,lower_mutation,145,677.9,13.96880761578799
la02,lower_mutation,146,677.9,13.96880761578799
la02,lower_mutation,147,677.9,13.96880761578799
la02,lower_mutation,148,677.9,13.96880761578799
la02,lower_mutation,149,677.9,13.96880761578799
la02,lower_mutation,150,677.9,13.96880761578799
la16,reference,0,1064.9666666666667,21.2334858075689
la16,reference,1,1051.0333333333333,24.07672124162936
la16,reference,2,1040.9666666666667,20.978615274859653
la16,reference,3,1036.3666666666666,19.36666765584503
la16,reference,4,1030.0666666666666,16.68766493310374
la16,reference,5,1026.7,14.551099022363248
la16,reference,6,1023.2,13.123813575276841
la16,reference,7,1018.1,15.715904529247236
la16,reference,8,1012.4333333333333,15.524581916372528
la16,reference,9,1009.4,15.60857412472057
la16,reference,10,1007.0333333333333,14.235660258256578
la16,reference,11,1003.8333333333334,11.69462987084636
la16,reference,12,1003.1666666666666,12.295452855407166
la16,reference,13,1000.7666666666667,12.32514484305555
la16,reference,14,998.3,12.509720358516248
la16,reference,15,996.0666666666667,11.246250971747884
la16,reference,16,995.5666666666667,11.577872275888243
la16,reference,17,995.4,11.352046754539085
la16,reference,18,993.9,11.03396011693304
la16,reference,19,992.8333333333334,10.103203088312052
la16,reference,20,992.2333333333333,10.057364203042647
la16,reference,21,991.8333333333334,10.017513399673778
la16,reference,22,991.4,9.231131734703403
la16,reference,23,990.8333333333334,9.02136671858895
la16,reference,24,990.5,9.175492094291934
la16,reference,25,989.6666666666666,8.97634182970313
la16,reference,26,988.6,8.576632246380578
la16,reference,27,988,8.654279387917745
la16,reference,28,988,8.654279387917745
la16,reference,29,986.7666666666667,8.211360227246713
la16,reference,30,985.9,7.756421144156449
la16,reference,31,984.8333333333334,7.538788585265761
la16,reference,32,984.8333333333334,7.538788585265761
la16,reference,33,984.8333333333334,7.538788585265761
la16,reference,34,984.8333333333334,7.538788585265761
la16,reference,35,984.8333333333334,7.538788585265761
la16,reference,36,984.8333333333334,7.538788585265761
la16,reference,37,984.8333333333334,7.538788585265761
la16,reference,38,984.8333333333334,7.538788585265761
la16,reference,39,984.8333333333334,7.538788585265761
la16,reference,40,984.8,7.4620880871703505
la16,reference,41,984.8,7.4620880871703505
la16,reference,42,984.8,7.4620880871703505
la16,reference,43,984.6,7.453765537609509
la16,reference,44,984.6,7.453765537609509
la16,reference,45,984.6,7.453765537609509
la16,reference,46,984.6,7.453765537609509
la16,reference,47,984.6,7.453765537609509
la16,reference,48,984.6,7.453765537609509
la16,reference,49,984.6,7.453765537609509
la16,reference,50,984.6,7.453765537609509
la16,reference,51,984.6,7.453765537609509
la16,reference,52,984.6,7.453765537609509
la16,reference,53,984.6,7.453765537609509
la16,reference,54,984.1666666666666,6.818247996892342
la16,reference,55,983.9666666666667,6.789867366199042
la16,reference,56,983.9666666666667,6.789867366199042
la16,reference,57,983.9666666666667,6.789867366199042
la16,reference,58,983.9666666666667,6.789867366199042
la16,reference,59,983.9666666666667,6.789867366199042
la16,reference,60,983.9666666666667,6.789867366199042
la16,reference,61,983.9666666666667,6.789867366199042
la16,reference,62,983.9666666666667,6.789867366199042
la16,reference,63,983.9666666666667,6.789867366199042
la16,reference,64,983.9666666666667,6.789867366199042
la16,reference,65,983.9666666666667,6.789867366199042
la16,reference,66,983.9666666666667,6.789867366199042
la16,reference,67,983.9666666666667,6.789867366199042
la16,reference,68,983.9666666666667,6.789867366199042
la16,reference,69,983.9666666666667,6.789867366199042
la16,reference,70,983.9666666666667,6.789867366199042
la16,reference,71,983.9666666666667,6.789867366199042
la16,reference,72,983.9666666666667,6.789867366199042
la16,reference,73,983.9666666666667,6.789867366199042
la16,reference,74,983.9666666666667,6.789867366199042
la16,reference,75,983.9666666666667,6.789867366199042
la16,reference,76,983.9666666666667,6.789867366199042
la16,reference,77,983.9666666666667,6.789867366199042
la16,reference,78,983.9666666666667,6.789867366199042
la16,reference,79,983.9666666666667,6.789867366199042
la16,reference,80,983.9666666666667,6.789867366199042
la16,reference,81,983.9666666666667,6.789867366199042
la16,reference,82,983.9666666666667,6.789867366199042
la16,reference,83,983.9666666666667,6.789867366199042
la16,reference,84,983.9666666666667,6.789867366199042
la16,reference,85,983.9666666666667,6.789867366199042
la16,reference,86,983.9666666666667,6.789867366199042
la16,reference,87,982.9333333333333,8.464666249335746
la16,reference,88,982.9333333333333,8.464666249335746
la16,reference,89,982.9333333333333,8.464666249335746
la16,reference,90,982.9333333333333,8.464666249335746
la16,reference,91,982.9333333333333,8.464666249335746
la16,reference,92,982.9333333333333,8.464666249335746
la16,reference,93,982.9333333333333,8.464666249335746
la16,reference,94,982.9333333333333,8.464666249335746
la16,reference,95,982.9333333333333,8.464666249335746
la16,reference,96,982.9333333333333,8.464666249335746
la16,reference,97,982.9333333333333,8.464666249335746
la16,reference,98,982.9333333333333,8.464666249335746
la16,reference,99,982.9333333333333,8.464666249335746
la16,reference,100,982.7,7.821940847429726
la16,reference,101,982.7,7.821940847429726
la16,reference,102,982.7,7.821940847429726
la16,reference,103,982.7,7.821940847429726
la16,reference,104,982.7,7.821940847429726
la16,reference,105,982.4,7.663617584584882
la16,reference,106,982.4,7.663617584584882
la16,reference,107,982.4,7.663617584584882
la16,reference,108,982.4,7.663617584584882
la16,reference,109,982.4,7.663617584584882
la16,reference,110,982.4,7.663617584584882
la16,reference,111,982.4,7.663617584584882
la16,reference,112,982.4,7.663617584584882
la16,reference,113,982.4,7.663617584584882
la16,reference,114,982.4,7.663617584584882
la16,reference,115,982.4,7.663617584584882
la16,reference,116,982.4,7.663617584584882
la16,reference,117,982.4,7.663617584584882
la16,reference,118,982.4,7.663617584584882
la16,reference,119,982.4,7.663617584584882
la16,reference,120,982.4,7.663617584584882
la16,reference,121,982.4,7.663617584584882
la16,reference,122,982.4,7.663617584584882
la16,reference,123,982.4,7.663617584584882
la16,reference,124,982.4,7.663617584584882
la16,reference,125,982.4,7.663617584584882
la16,reference,126,982.4,7.663617584584882
la16,reference,127,982.4,7.663617584584882
la16,reference,128,982.4,7.663617584584882
la16,reference,129,982.4,7.663617584584882
la16,reference,130,982.4,7.663617584584882
la16,reference,131,982.4,7.663617584584882
la16,reference,132,982,7.343775220059409
la16,reference,133,982,7.343775220059409
la16,reference,134,982,7.343775220059409
la16,reference,135,982,7.343775220059409
la16,reference,136,981.7333333333333,6.669194922892885
la16,reference,137,981.7333333333333,6.669194922892885
la16,reference,138,981.7333333333333,6.669194922892885
la16,reference,139,981.7333333333333,6.669194922892885
la16,reference,140,981.7333333333333,6.669194922892885
la16,reference,141,981.7333333333333,6.669194922892885
la16,reference,142,981.7333333333333,6.669194922892885
la16,reference,143,981.7333333333333,6.669194922892885
la16,reference,144,981.7333333333333,6.669194922892885
la16,reference,145,981.7333333333333,6.669194922892885
la16,reference,146,981.7333333333333,6.669194922892885
la16,reference,147,981.7333333333333,6.669194922892885
la16,reference,148,981.7333333333333,6.669194922892885
la16,reference,149,981.7333333333333,6.669194922892885
la16,reference,150,981.7333333333333,6.669194922892885
la16,smaller_population,0,1083.4666666666667,22.756178900705617
la16,smaller_population,1,1069.2666666666667,27.344460869248913
la16,smaller_population,2,1061.2,25.002620552309285
la16,smaller_population,3,1054.8666666666666,24.131440835176196
la16,smaller_population,4,1051.4666666666667,23.80920328191475
la16,smaller_population,5,1044.9666666666667,22.63424828445378
la16,smaller_population,6,1039.6,23.22691660923623
la16,smaller_population,7,1036.2,21.20409849777746
la16,smaller_population,8,1031.9333333333334,19.932529872709004
la16,smaller_population,9,1029.4,20.553714321596306
la16,smaller_population,10,1026.0666666666666,20.781180699478263
la16,smaller_population,11,1024.5333333333333,21.522615744972708
la16,smaller_population,12,1023.3,20.723383427656188
la16,smaller_population,13,1020.7,23.023451312625298
la16,smaller_population,14,1019.1333333333333,21.090500122147386
la16,smaller_population,15,1017.9333333333333,20.777861781951604
la16,smaller_population,16,1017.5666666666667,20.315924335584523
la16,smaller_population,17,1015,17.921283821007453
la16,smaller_population,18,1013.7,18.405677534859763
la16,smaller_population,19,1013.6333333333333,18.35377126206573
la16,smaller_population,20,1012.6666666666666,19.293260094070966
la16,smaller_population,21,1011.5,18.840071015313846
la16,smaller_population,22,1010.3666666666667,18.395058056976612
la16,smaller_population,23,1008.8666666666667,19.54787815160216
la16,smaller_population,24,1008.5666666666667,18.971272898840997
la16,smaller_population,25,1007.6,18.27113797109038
la16,smaller_population,26,1007.3666666666667,18.21799665986495
la16,smaller_population,27,1007.3666666666667,18.21799665986495
la16,smaller_population,28,1007.3666666666667,18.21799665986495
la16,smaller_population,29,1007.3666666666667,18.21799665986495
la16,smaller_population,30,1007.3666666666667,18.21799665986495
la16,smaller_population,31,1007.3666666666667,18.21799665986495
la16,smaller_population,32,1007.2,18.11153185699367
la16,smaller_population,33,1007.2,18.11153185699367
la16,smaller_population,34,1007,18.362255139091808
la16,smaller_population,35,1006.5666666666667,18.344750885674934
la16,smaller_population,36,1006.5666666666667,18.344750885674934
la16,smaller_population,37,1006.5,18.31289351701465
la16,smaller_population,38,1006.5,18.31289351701465
la16,smaller_population,39,1006.5,18.31289351701465
la16,smaller_population,40,1006.4333333333333,18.28827273255268
la16,smaller_population,41,1006.2,18.495852284340344
la16,smaller_population,42,1006.2,18.495852284340344
la16,smaller_population,43,1006.2,18.495852284340344
la16,smaller_population,44,1006.2,18.495852284340344
la16,smaller_population,45,1005.6,19.1304054790562
la16,smaller_population,46,1005.6,19.1304054790562
la16,smaller_population,47,1005.5,19.13067585373527
la16,smaller_population,48,1005.0666666666667,19.32469089431755
la16,smaller_population,49,1005.0666666666667,19.32469089431755
la16,smaller_population,50,1005.0666666666667,19.32469089431755
la16,smaller_population,51,1004.9,19.257510850001644
la16,smaller_population,52,1004.8666666666667,19.249242409334798
la16,smaller_population,53,1004.8666666666667,19.249242409334798
la16,smaller_population,54,1004.8666666666667,19.249242409334798
la16,smaller_population,55,1004.5333333333333,18.99134709197365
la16,smaller_population,56,1004.5333333333333,18.99134709197365
la16,smaller_population,57,1004.5333333333333,18.99134709197365
la16,smaller_population,58,1004.5333333333333,18.99134709197365
la16,smaller_population,59,1004.5333333333333,18.99134709197365
la16,smaller_population,60,1004.5333333333333,18.99134709197365
la16,smaller_population,61,1004.5333333333333,18.99134709197365
la16,smaller_population,62,1004.5333333333333,18.99134709197365
la16,smaller_population,63,1004.5333333333333,18.99134709197365
la16,smaller_population,64,1004.4666666666667,18.953178849621693
la16,smaller_population,65,1004.4333333333333,18.92031080398893
la16,smaller_population,66,1004.1666666666666,18.71949626004624
la16,smaller_population,67,1004.1666666666666,18.71949626004624
la16,smaller_population,68,1004.1666666666666,18.71949626004624
la16,smaller_population,69,1004.1666666666666,18.71949626004624
la16,smaller_population,70,1004.1666666666666,18.71949626004624
la16,smaller_population,71,1004.1666666666666,18.71949626004624
