instance,parameter_set,generation,mean_best_so_far,std_best_so_far
la02,reference,45,681.8,13.189337386300162
la02,reference,46,681.4333333333333,12.754129374126405
la02,reference,47,680.7,12.334839920407113
la02,reference,48,680.3,11.782950862771292
la02,reference,49,679.9333333333333,11.673528359832604
la02,reference,50,679.8666666666667,11.637434642457558
la02,reference,51,679.5666666666667,11.497176065071995
la02,reference,52,679.2,11.683764154911131
la02,reference,53,679.2,11.683764154911131
la02,reference,54,678.5666666666667,11.156205427484288
la02,reference,55,678.5666666666667,11.156205427484288
la02,reference,56,678.5666666666667,11.156205427484288
la02,reference,57,678.3333333333334,10.554728743580988
la02,reference,58,678.2333333333333,10.572192978177048
la02,reference,59,678.0333333333333,10.114800808829546
la02,reference,60,677.8333333333334,10.127066271352618
la02,reference,61,677.6666666666666,10.333518722845684
la02,reference,62,677.3333333333334,9.696545184020293
la02,reference,63,677.2666666666667,9.702233419854077
la02,reference,64,677.1333333333333,9.747619809677795
la02,reference,65,677.1333333333333,9.747619809677795
la02,reference,66,677.1,9.700159970241515
la02,reference,67,677.1,9.700159970241515
la02,reference,68,677.1,9.700159970241515
la02,reference,69,676.8666666666667,9.712179816169447
la02,reference,70,676.5,9.551132808784228
la02,reference,71,676.5,9.551132808784228
la02,reference,72,676.5,9.551132808784228
la02,reference,73,676.5,9.551132808784228
la02,reference,74,676.5,9.551132808784228
la02,reference,75,676.5,9.551132808784228
la02,reference,76,676.5,9.551132808784228
la02,reference,77,676.5,9.551132808784228
la02,reference,78,676.5,9.551132808784228
la02,reference,79,676.5,9.551132808784228
la02,reference,80,676.4666666666667,9.569107382193703
la02,reference,81,676.4666666666667,9.569107382193703
la02,reference,82,676.3333333333334,9.553238603536078
la02,reference,83,676.3333333333334,9.553238603536078
la02,reference,84,676.3333333333334,9.553238603536078
la02,reference,85,676.3333333333334,9.553238603536078
la02,reference,86,676.3333333333334,9.553238603536078
la02,reference,87,676.3333333333334,9.553238603536078
la02,reference,88,676.3333333333334,9.553238603536078
la02,reference,89,676.3333333333334,9.553238603536078
la02,reference,90,676.3333333333334,9.553238603536078
la02,reference,91,676.3333333333334,9.553238603536078
la02,reference,92,676.3333333333334,9.553238603536078
la02,reference,93,676.3333333333334,9.553238603536078
la02,reference,94,676.3333333333334,9.553238603536078
la02,reference,95,676.1,9.079533635296626
la02,reference,96,676.1,9.079533635296626
la02,reference,97,675.9666666666667,8.880367083641863
la02,reference,98,675.9666666666667,8.880367083641863
la02,reference,99,675.5666666666667,8.439167034126358
la02,reference,100,675.5666666666667,8.439167034126358
la02,reference,101,675.5666666666667,8.439167034126358
la02,reference,102,675.5333333333333,8.455699295428655
la02,reference,103,675.4,8.265424452459193
la02,reference,104,675.4,8.265424452459193
la02,reference,105,675.2666666666667,8.170313518372826
la02,reference,106,675.2666666666667,8.170313518372826
la02,reference,107,675.2666666666667,8.170313518372826
la02,reference,108,675.2666666666667,8.170313518372826
la02,reference,109,675.2666666666667,8.170313518372826
la02,reference,110,675.2666666666667,8.170313518372826
la02,reference,111,675.2666666666667,8.170313518372826
la02,reference,112,675.2666666666667,8.170313518372826
la02,reference,113,675.2666666666667,8.170313518372826
la02,reference,114,675.2666666666667,8.170313518372826
la02,reference,115,675.2666666666667,8.170313518372826
la02,reference,116,675.2666666666667,8.170313518372826
