category,instance,parameter_set,run,seed,population_size,generations,crossover_probability,mutation_probability,reference_optimum,best_makespan,final_makespan,gap_percent,elapsed_seconds,time_to_best_seconds,convergence_generation,unique_evaluations,early_improvement_percent,late_improvement_percent
small,la02,lower_mutation,23,22,50,150,0.8,0.05,655,677,677,3.358778625954195,0.31999264100068103,0.1437496349999492,64,5982,7.255936675461742,0.0
small,la02,lower_mutation,24,23,50,150,0.8,0.05,655,658,658,0.45801526717557106,0.4980048750003334,0.3429159150000487,85,6013,7.346938775510204,0.0
small,la02,lower_mutation,25,24,50,150,0.8,0.05,655,685,685,4.580152671755733,0.3233305929998096,0.05751384799987136,25,5979,12.738853503184714,0.0
small,la02,lower_mutation,26,25,50,150,0.8,0.05,655,676,677,3.2061068702289974,0.3196504970001115,0.10066496899980848,46,5924,12.062256809338521,0.0
small,la02,lower_mutation,27,26,50,150,0.8,0.05,655,672,672,2.595419847328251,0.3311014439996143,0.141037311999753,64,5969,11.369509043927648,0.0
small,la02,lower_mutation,28,27,50,150,0.8,0.05,655,681,681,3.969465648854964,0.6553985040000043,0.09982063000006747,41,5941,9.656084656084657,0.0
small,la02,lower_mutation,29,28,50,150,0.8,0.05,655,684,688,4.427480916030535,0.32265233300040563,0.04821337300018058,21,5936,10.588235294117647,0.0
small,la02,lower_mutation,30,29,50,150,0.8,0.05,655,669,669,2.1374045801526798,0.32426375999966695,0.2696818659997007,125,5955,13.231552162849873,0.8888888888888888
medium,la16,reference,1,0,50,150,0.8,0.1,945,987,1001,4.444444444444451,0.5967171020001842,0.05403327299973171,12,6087,2.7586206896551726,0.0
medium,la16,reference,2,1,50,150,0.8,0.1,945,979,979,3.5978835978836,0.6440932030000113,0.06916783999986365,16,5975,9.519408502772643,0.0
medium,la16,reference,3,2,50,150,0.8,0.1,945,982,1001,3.9153439153439162,0.6526809619999767,0.0814191680001386,18,6075,11.690647482014388,0.0
medium,la16,reference,4,3,50,150,0.8,0.1,945,979,979,3.5978835978836,0.5929464769997139,0.03561287100001209,8,5974,5.593056894889103,0.0
medium,la16,reference,5,4,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.5947395040002448,0.04988531500021054,12,6094,8.989805375347544,0.0
medium,la16,reference,6,5,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6181305379996047,0.08982420299980731,18,5985,5.758157389635317,0.0
medium,la16,reference,7,6,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6030885230002241,0.11640378299944132,27,6057,4.288499025341131,0.0
medium,la16,reference,8,7,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6011741460006306,0.10393747300076939,25,6096,8.56610800744879,0.0
medium,la16,reference,9,8,50,150,0.8,0.1,945,979,982,3.5978835978836,0.6309135389992662,0.13872381699911784,31,6065,9.099350046425256,0.0
medium,la16,reference,10,9,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6097120139993422,0.12706974699995044,29,6018,7.793427230046948,0.0
medium,la16,reference,11,10,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6176050730000497,0.17896775999997772,43,6021,7.317073170731708,0.0
medium,la16,reference,12,11,50,150,0.8,0.1,945,982,1001,3.9153439153439162,0.614675463999447,0.4266650310000841,105,5966,6.685499058380414,0.0
medium,la16,reference,13,12,50,150,0.8,0.1,945,956,992,1.1640211640211673,0.6308560739998939,0.36990054699981556,87,6081,4.545454545454546,0.0
medium,la16,reference,14,13,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6113062929998705,0.115446523999708,27,6057,8.905380333951763,0.0
medium,la16,reference,15,14,50,150,0.8,0.1,945,982,994,3.9153439153439162,0.6102481709995118,0.5366452529997332,132,6021,8.302583025830259,1.2072434607645874
medium,la16,reference,16,15,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6270200990002195,0.12518623399955686,30,5930,6.83111954459203,0.0
medium,la16,reference,17,16,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6306168950004576,0.11396446700018714,25,6004,6.653992395437262,0.0
medium,la16,reference,18,17,50,150,0.8,0.1,945,995,1019,5.291005291005302,0.6285303929998918,0.5711117749997356,136,5997,7.472324723247232,0.7976071784646062
medium,la16,reference,19,18,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6693619770003352,0.06367666700043628,14,6040,9.493087557603687,0.0
medium,la16,reference,20,19,50,150,0.8,0.1,945,979,982,3.5978835978836,0.6149167590001525,0.03463308299978962,7,6007,8.419083255378858,0.0
medium,la16,reference,21,20,50,150,0.8,0.1,945,978,993,3.492063492063502,0.6000053719999414,0.1309561219995885,31,6063,8.082706766917294,0.0
medium,la16,reference,22,21,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6327513740006907,0.23666028800016647,55,6155,9.074410163339383,0.0
medium,la16,reference,23,22,50,150,0.8,0.1,945,1001,1008,5.9259259259259345,0.6282720930003052,0.4222799279996252,100,6074,3.9084842707340326,0.0
medium,la16,reference,24,23,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6254338509997979,0.1317528459994719,30,6055,6.028708133971292,0.0
medium,la16,reference,25,24,50,150,0.8,0.1,945,979,1012,3.5978835978836,0.6140433620003023,0.06227180699988821,14,6054,9.014869888475836,0.0
medium,la16,reference,26,25,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6302204149997124,0.08961366199946497,20,6050,8.395522388059701,0.0
medium,la16,reference,27,26,50,150,0.8,0.1,945,982,1008,3.9153439153439162,0.6179618100004518,0.06029223000041384,13,5993,8.22429906542056,0.0
medium,la16,reference,28,27,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6244774679998955,0.12705388399990625,29,6096,7.445805843543827,0.0
medium,la16,reference,29,28,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6279566909997811,0.10977830299998459,26,6002,8.13844714686623,0.0
medium,la16,reference,30,29,50,150,0.8,0.1,945,982,982,3.9153439153439162,0.6247301370003697,0.13671640800021123,31,6075,7.706766917293233,0.0
medium,la16,smaller_population,1,0,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.246820017000573,0.04639742800009117,25,2296,8.22429906542056,0.0
medium,la16,smaller_population,2,1,20,150,0.8,0.1,945,1000,1000,5.820105820105814,0.261809632999757,0.23172351300036098,132,2414,7.811080835603996,1.477832512315271
medium,la16,smaller_population,3,2,20,150,0.8,0.1,945,1033,1034,9.312169312169317,0.24758705900057976,0.019276444000752235,12,2343,7.10431654676259,0.0
medium,la16,smaller_population,4,3,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.24866885699975683,0.057484961000227486,34,2380,5.303760848601736,0.0
medium,la16,smaller_population,5,4,20,150,0.8,0.1,945,1028,1028,8.783068783068781,0.24423953899986373,0.022942210000110208,13,2368,7.553956834532374,0.0
medium,la16,smaller_population,6,5,20,150,0.8,0.1,945,1035,1035,9.523809523809534,0.2439165329997195,0.22947434499928931,140,2277,2.4390243902439024,0.4807692307692308
medium,la16,smaller_population,7,6,20,150,0.8,0.1,945,979,979,3.5978835978836,0.24841228700006468,0.03743307900003856,23,2296,4.580896686159844,0.0
medium,la16,smaller_population,8,7,20,150,0.8,0.1,945,982,1009,3.9153439153439162,0.24999876599940762,0.03466742599994177,20,2375,8.56610800744879,0.0
medium,la16,smaller_population,9,8,20,150,0.8,0.1,945,981,981,3.809523809523818,0.24835053700007848,0.07742756100014958,45,2306,7.706592386258125,0.0
medium,la16,smaller_population,10,9,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.2524366600000576,0.13872908000030293,82,2352,6.797020484171322,0.0
medium,la16,smaller_population,11,10,20,150,0.8,0.1,945,978,978,3.492063492063502,0.24876845699964178,0.24365752499943483,147,2350,2.1435228331780056,6.679389312977099
medium,la16,smaller_population,12,11,20,150,0.8,0.1,945,999,1009,5.714285714285716,0.24814621499990608,0.16706122599953233,101,2313,8.227848101265822,0.0
medium,la16,smaller_population,13,12,20,150,0.8,0.1,945,1008,1010,6.666666666666665,0.23822715900041658,0.16668479400050273,104,2249,9.857904085257548,0.0
medium,la16,smaller_population,14,13,20,150,0.8,0.1,945,1008,1013,6.666666666666665,0.24904038299973763,0.045430774000124075,26,2357,6.4935064935064934,0.0
medium,la16,smaller_population,15,14,20,150,0.8,0.1,945,1001,1008,5.9259259259259345,0.24759989899939683,0.044636333999733324,25,2297,8.50091407678245,0.0
medium,la16,smaller_population,16,15,20,150,0.8,0.1,945,1016,1016,7.513227513227516,0.24237378199995874,0.02716132000023208,17,2340,6.186518928901201,0.0
medium,la16,smaller_population,17,16,20,150,0.8,0.1,945,997,1063,5.502645502645498,0.24693965799997386,0.003961445999266289,1,2324,8.363970588235293,0.0
medium,la16,smaller_population,18,17,20,150,0.8,0.1,945,999,999,5.714285714285716,0.2450123659991732,0.17196310999952402,102,2310,7.656826568265683,0.0
medium,la16,smaller_population,19,18,20,150,0.8,0.1,945,1001,1001,5.9259259259259345,0.24629121799989662,0.16930665799918643,99,2329,7.43801652892562,0.0
medium,la16,smaller_population,20,19,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.25138433600022836,0.03341103799994016,18,2341,9.242144177449168,0.0
medium,la16,smaller_population,21,20,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.255159346000255,0.08331978499973047,48,2336,6.672932330827067,0.0
medium,la16,smaller_population,22,21,20,150,0.8,0.1,945,982,988,3.9153439153439162,0.24321563000012247,0.08079044499936572,45,2304,9.800362976406534,0.0
medium,la16,smaller_population,23,22,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.24495047700020223,0.22572631100047147,138,2301,6.715063520871143,3.155818540433925
medium,la16,smaller_population,24,23,20,150,0.8,0.1,945,1015,1045,7.407407407407418,0.2445657319995007,0.005191676999857009,2,2320,2.8708133971291865,0.0
medium,la16,smaller_population,25,24,20,150,0.8,0.1,945,1016,1016,7.513227513227516,0.24142483900050138,0.05268388100012089,32,2298,6.186518928901201,0.0
medium,la16,smaller_population,26,25,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.23737789599999815,0.13463090999994165,83,2347,6.623134328358209,0.0
medium,la16,smaller_population,27,26,20,150,0.8,0.1,945,1012,1012,7.08994708994708,0.24790011200002482,0.06605848499930289,40,2314,5.4986020503261885,0.0
medium,la16,smaller_population,28,27,20,150,0.8,0.1,945,994,994,5.185185185185182,0.2430765560002328,0.13940692599953763,85,2289,6.7889908256880735,0.0
medium,la16,smaller_population,29,28,20,150,0.8,0.1,945,1001,1001,5.9259259259259345,0.24888690900024812,0.2295903130006991,139,2305,9.27927927927928,0.29880478087649404
medium,la16,smaller_population,30,29,20,150,0.8,0.1,945,982,982,3.9153439153439162,0.2539384620004057,0.02338510000026872,13,2352,11.611161116111612,0.0
medium,la16,lower_mutation,1,0,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6474499050000304,0.14409862799948314,29,6037,3.251231527093596,0.0
medium,la16,lower_mutation,2,1,50,150,0.8,0.05,945,982,987,3.9153439153439162,0.6202065959996617,0.47587407599985454,114,5897,8.78003696857671,0.5065856129685917
medium,la16,lower_mutation,3,2,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6562085829991702,0.08715762899919355,20,6079,11.690647482014388,0.0
medium,la16,lower_mutation,4,3,50,150,0.8,0.05,945,979,982,3.5978835978836,0.627668466000614,0.08112283500031481,18,5976,5.593056894889103,0.0
medium,la16,lower_mutation,5,4,50,150,0.8,0.05,945,982,987,3.9153439153439162,0.6128747470002054,0.12941533100001834,30,6040,8.989805375347544,0.0
medium,la16,lower_mutation,6,5,50,150,0.8,0.05,945,988,1001,4.550264550264549,0.6071165249995829,0.36102523999943514,89,6009,3.9347408829174664,0.0
medium,la16,lower_mutation,7,6,50,150,0.8,0.05,945,979,982,3.5978835978836,0.6383863439996276,0.09629168499941443,22,5970,4.580896686159844,0.0
medium,la16,lower_mutation,8,7,50,150,0.8,0.05,945,982,982,3.9153439153439162,1.6347277289996782,0.09405206700012059,21,6000,8.56610800744879,0.0
medium,la16,lower_mutation,9,8,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6446118719995866,0.2585512989999188,58,5978,7.242339832869081,0.0
medium,la16,lower_mutation,10,9,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6157773720005935,0.08264745000087714,17,5929,7.793427230046948,0.0
medium,la16,lower_mutation,11,10,50,150,0.8,0.05,945,982,999,3.9153439153439162,0.7434290000001056,0.1761887940001543,40,6058,6.848030018761726,0.0
medium,la16,lower_mutation,12,11,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6360616419997314,0.08845180200023606,20,5947,7.532956685499058,0.0
medium,la16,lower_mutation,13,12,50,150,0.8,0.05,945,979,982,3.5978835978836,0.6123879459992168,0.13992429899917624,33,5878,5.319148936170213,0.0
medium,la16,lower_mutation,14,13,50,150,0.8,0.05,945,979,982,3.5978835978836,0.6459911600004489,0.1699947980005163,40,5924,8.905380333951763,0.0
medium,la16,lower_mutation,15,14,50,150,0.8,0.05,945,1002,1008,6.0317460317460325,0.631109486999776,0.040270978000080504,8,5968,7.564575645756458,0.0
medium,la16,lower_mutation,16,15,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6075284570006261,0.11646081900016725,28,5877,6.83111954459203,0.0
medium,la16,lower_mutation,17,16,50,150,0.8,0.05,945,982,994,3.9153439153439162,0.638722228000006,0.1327553680002893,30,6002,6.653992395437262,0.0
medium,la16,lower_mutation,18,17,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.625195511000129,0.12094707899996138,26,5905,9.409594095940959,0.0
medium,la16,lower_mutation,19,18,50,150,0.8,0.05,945,979,979,3.5978835978836,0.6395983600004911,0.20528057100000296,47,6013,8.387096774193548,0.0
medium,la16,lower_mutation,20,19,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.612896587999785,0.05193672599943966,11,5986,8.13844714686623,0.0
medium,la16,lower_mutation,21,20,50,150,0.8,0.05,945,979,994,3.5978835978836,0.6124096120001923,0.15947117199993954,37,5912,7.988721804511278,0.0
medium,la16,lower_mutation,22,21,50,150,0.8,0.05,945,988,988,4.550264550264549,0.6305850750004538,0.13910232200032624,32,6013,10.344827586206897,0.0
medium,la16,lower_mutation,23,22,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6256533040004797,0.14983232699978544,35,5975,6.3870352716873215,0.0
medium,la16,lower_mutation,24,23,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6367300120000436,0.06290067400004773,14,6041,6.028708133971292,0.0
medium,la16,lower_mutation,25,24,50,150,0.8,0.05,945,979,994,3.5978835978836,0.6313067020000744,0.05358846199942491,11,6061,9.014869888475836,0.0
medium,la16,lower_mutation,26,25,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6132687750005061,0.026152993000323477,5,5912,8.395522388059701,0.0
medium,la16,lower_mutation,27,26,50,150,0.8,0.05,945,979,994,3.5978835978836,0.632847818999835,0.050563942999360734,11,5968,8.504672897196262,0.0
medium,la16,lower_mutation,28,27,50,150,0.8,0.05,945,987,1001,4.444444444444451,0.6199528799998006,0.4428491019998546,106,5920,6.880301602262017,0.0
medium,la16,lower_mutation,29,28,50,150,0.8,0.05,945,982,982,3.9153439153439162,0.6156184760002361,0.08800149400030932,20,5955,8.13844714686623,0.0
medium,la16,lower_mutation,30,29,50,150,0.8,0.05,945,979,988,3.5978835978836,0.6493581539998559,0.09221225900000718,21,5997,7.988721804511278,0.0
medium,la17,reference,1,0,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6455188760000965,0.31038119200002257,69,6088,8.700564971751412,0.0
medium,la17,reference,2,1,50,150,0.8,0.1,784,797,813,1.658163265306123,0.6248923279999872,0.0898942799994984,20,6004,8.914285714285715,0.0
medium,la17,reference,3,2,50,150,0.8,0.1,784,816,831,4.081632653061229,0.6498197289993186,0.06072867399961979,13,6108,7.587768969422424,0.0
medium,la17,reference,4,3,50,150,0.8,0.1,784,801,801,2.168367346938771,0.6549838740002087,0.33315441099966847,77,5964,9.265536723163843,0.0
medium,la17,reference,5,4,50,150,0.8,0.1,784,797,797,1.658163265306123,0.6726118449996648,0.1386662000004435,30,6103,8.285385500575375,0.0
medium,la17,reference,6,5,50,150,0.8,0.1,784,784,784,0.0,0.6199187500005792,0.27799968300041655,65,5986,9.28652321630804,0.0
medium,la17,reference,7,6,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6383291889997054,0.2535495219999575,57,6052,8.342728297632469,0.0
medium,la17,reference,8,7,50,150,0.8,0.1,784,804,822,2.5510204081632626,0.636309216999507,0.1591714279993539,36,6087,9.662921348314606,0.0
medium,la17,reference,9,8,50,150,0.8,0.1,784,797,813,1.658163265306123,0.6303752949997943,0.5695006309997552,135,6047,9.832402234636872,0.8706467661691543
medium,la17,reference,10,9,50,150,0.8,0.1,784,797,797,1.658163265306123,0.6366319529997782,0.23278998899968428,52,6015,9.080590238365494,0.0
medium,la17,reference,11,10,50,150,0.8,0.1,784,800,806,2.0408163265306145,0.6517115990000093,0.5126489780004704,117,6040,7.26643598615917,0.4975124378109453
medium,la17,reference,12,11,50,150,0.8,0.1,784,795,797,1.4030612244897878,0.6339717979999477,0.22600110199982737,53,5964,14.57663451232583,0.0
medium,la17,reference,13,12,50,150,0.8,0.1,784,800,801,2.0408163265306145,0.6402640950000205,0.12800724400040053,29,6055,11.797133406835723,0.0
medium,la17,reference,14,13,50,150,0.8,0.1,784,784,784,0.0,0.635898867000833,0.3029480980003427,71,6086,9.28652321630804,0.0
medium,la17,reference,15,14,50,150,0.8,0.1,784,807,807,2.933673469387754,0.6283143230002679,0.3541245209999033,84,5998,8.783783783783784,0.0
medium,la17,reference,16,15,50,150,0.8,0.1,784,797,801,1.658163265306123,0.6371228980005981,0.20025775700014492,45,5963,10.927152317880795,0.0
medium,la17,reference,17,16,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6453021269999226,0.17391719100032788,39,6044,3.56718192627824,0.0
medium,la17,reference,18,17,50,150,0.8,0.1,784,812,813,3.571428571428581,0.6697555569999167,0.5322938039998917,120,6030,8.651685393258427,0.12300123001230012
medium,la17,reference,19,18,50,150,0.8,0.1,784,813,813,3.6989795918367374,0.6491813290003847,0.11719279499993718,25,6050,8.651685393258427,0.0
medium,la17,reference,20,19,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.624414140999761,0.16504668099969422,38,5961,11.816192560175054,0.0
medium,la17,reference,21,20,50,150,0.8,0.1,784,787,804,0.3826530612244916,0.6242121119994408,0.4352557419997538,105,6049,4.959630911188005,0.0
medium,la17,reference,22,21,50,150,0.8,0.1,784,808,808,3.0612244897959107,0.6448574119995101,0.11512177900021925,25,6145,8.700564971751412,0.0
medium,la17,reference,23,22,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6946610139993936,0.1534794339995642,32,6077,12.418300653594772,0.0
medium,la17,reference,24,23,50,150,0.8,0.1,784,799,813,1.913265306122458,0.6412377280003057,0.06771315700007108,14,6062,7.630057803468208,0.0
medium,la17,reference,25,24,50,150,0.8,0.1,784,804,813,2.5510204081632626,0.6279783549998683,0.14346782699976757,35,6062,10.46770601336303,0.0
medium,la17,reference,26,25,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6393399520002276,0.20016949599994405,46,6049,11.050328227571116,0.0
medium,la17,reference,27,26,50,150,0.8,0.1,784,797,798,1.658163265306123,0.6229111729999204,0.28842225300013524,68,5978,11.823204419889503,0.0
medium,la17,reference,28,27,50,150,0.8,0.1,784,803,813,2.423469387755106,0.6387863869995272,0.24142333500003588,56,6082,7.665903890160183,0.0
medium,la17,reference,29,28,50,150,0.8,0.1,784,804,804,2.5510204081632626,0.6424483959999634,0.5783095970000431,134,6029,7.126696832579186,0.6180469715698393
medium,la17,reference,30,29,50,150,0.8,0.1,784,798,807,1.7857142857142794,0.6541567360000045,0.31580516200028796,72,6109,11.221122112211221,0.0
medium,la17,smaller_population,1,0,20,150,0.8,0.1,784,814,814,3.826530612244894,0.23659257700001035,0.10078170999986469,64,2277,7.344632768361582,0.0
medium,la17,smaller_population,2,1,20,150,0.8,0.1,784,811,811,3.4438775510204023,0.28038288300012937,0.22607634800078813,120,2438,6.171428571428572,1.218026796589525
medium,la17,smaller_population,3,2,20,150,0.8,0.1,784,834,834,6.3775510204081565,0.2510452139995323,0.03591500999937125,20,2328,8.652792990142387,0.0
medium,la17,smaller_population,4,3,20,150,0.8,0.1,784,831,831,5.994897959183665,0.24951811299979454,0.02408424700024625,13,2361,13.07531380753138,0.0
medium,la17,smaller_population,5,4,20,150,0.8,0.1,784,814,814,3.826530612244894,0.2487106329999733,0.11692057299933367,68,2342,4.718066743383199,0.0
medium,la17,smaller_population,6,5,20,150,0.8,0.1,784,852,884,8.673469387755105,0.23488611900029355,0.01785359600035008,10,2278,5.333333333333333,0.0
medium,la17,smaller_population,7,6,20,150,0.8,0.1,784,822,835,4.846938775510212,0.24684388400055468,0.03189660499992897,19,2300,13.38250790305585,0.0
medium,la17,smaller_population,8,7,20,150,0.8,0.1,784,823,825,4.974489795918369,0.25977183600025455,0.08941995399982261,48,2337,13.702928870292887,0.0
medium,la17,smaller_population,9,8,20,150,0.8,0.1,784,822,842,4.846938775510212,0.24980184900050517,0.03495432799991249,19,2327,8.156424581005586,0.0
medium,la17,smaller_population,10,9,20,150,0.8,0.1,784,806,806,2.8061224489795977,0.24489641600030154,0.2279108640004779,140,2327,12.793176972281449,0.37082818294190356
medium,la17,smaller_population,11,10,20,150,0.8,0.1,784,809,809,3.1887755102040893,0.2510213279992968,0.12715887899958034,75,2362,6.719817767653758,0.0
medium,la17,smaller_population,12,11,20,150,0.8,0.1,784,845,845,7.780612244897966,0.24576795099983428,0.011808184999608784,6,2282,11.239495798319327,0.0
medium,la17,smaller_population,13,12,20,150,0.8,0.1,784,835,835,6.505102040816335,0.24660274100006063,0.05916679800066049,36,2239,7.938257993384785,0.0
medium,la17,smaller_population,14,13,20,150,0.8,0.1,784,819,819,4.464285714285721,0.25797987599980843,0.03435821000039141,18,2343,7.2480181200453,0.0
medium,la17,smaller_population,15,14,20,150,0.8,0.1,784,821,821,4.719387755102034,0.24317446899931383,0.08828945099958219,51,2271,8.719646799116997,0.0
medium,la17,smaller_population,16,15,20,150,0.8,0.1,784,827,827,5.484693877551017,0.24614549899979465,0.04610344699995039,28,2345,9.02090209020902,0.0
medium,la17,smaller_population,17,16,20,150,0.8,0.1,784,802,802,2.2959183673469497,0.24144193699976313,0.10589246099971206,63,2308,1.5098722415795587,0.0
medium,la17,smaller_population,18,17,20,150,0.8,0.1,784,797,797,1.658163265306123,0.2447240999999849,0.22229282899934333,137,2329,8.651685393258427,0.4993757802746567
medium,la17,smaller_population,19,18,20,150,0.8,0.1,784,818,828,4.336734693877542,0.25382955499935633,0.08045095699981175,48,2281,6.292134831460674,0.0
medium,la17,smaller_population,20,19,20,150,0.8,0.1,784,826,826,5.35714285714286,0.2780194400002074,0.2361374540005272,126,2356,8.205689277899344,0.9592326139088729
medium,la17,smaller_population,21,20,20,150,0.8,0.1,784,818,818,4.336734693877542,0.26434456200058776,0.2606372879999981,148,2302,4.137931034482759,0.8484848484848485
medium,la17,smaller_population,22,21,20,150,0.8,0.1,784,803,807,2.423469387755106,0.24056195899993327,0.23644975800016255,147,2274,7.68361581920904,0.37220843672456577
medium,la17,smaller_population,23,22,20,150,0.8,0.1,784,808,813,3.0612244897959107,0.24938715899952513,0.04053064500021719,22,2343,11.982570806100219,0.0
medium,la17,smaller_population,24,23,20,150,0.8,0.1,784,809,817,3.1887755102040893,0.24531532499986497,0.02002188699952967,11,2324,10.409745293466223,0.0
medium,la17,smaller_population,25,24,20,150,0.8,0.1,784,824,824,5.102040816326525,0.24265183599982265,0.029925365999588394,17,2292,10.337323177366702,0.0
medium,la17,smaller_population,26,25,20,150,0.8,0.1,784,828,828,5.612244897959173,0.24540913500004535,0.03085159000056592,17,2346,9.803921568627452,0.0
medium,la17,smaller_population,27,26,20,150,0.8,0.1,784,825,825,5.229591836734704,0.2450540270001511,0.12485979800021596,75,2373,8.991228070175438,0.0
medium,la17,smaller_population,28,27,20,150,0.8,0.1,784,813,813,3.6989795918367374,0.24607286300033593,0.12314864800009673,73,2259,6.864988558352403,0.0
medium,la17,smaller_population,29,28,20,150,0.8,0.1,784,802,802,2.2959183673469497,0.23905018300047232,0.2283962290002819,144,2301,12.5,0.7425742574257426
medium,la17,smaller_population,30,29,20,150,0.8,0.1,784,839,839,7.015306122448983,0.24735889000021416,0.05108958300024824,31,2344,10.07502679528403,0.0
medium,la17,lower_mutation,1,0,50,150,0.8,0.05,784,799,804,1.913265306122458,0.6224107070001992,0.06223276899982011,14,6034,9.717514124293785,0.0
medium,la17,lower_mutation,2,1,50,150,0.8,0.05,784,804,804,2.5510204081632626,0.6075910600002317,0.1910052140001426,46,5888,7.771428571428571,0.0
medium,la17,lower_mutation,3,2,50,150,0.8,0.05,784,784,797,0.0,0.6335608370000045,0.4976576799999748,117,6073,9.739524348810871,1.2594458438287153
medium,la17,lower_mutation,4,3,50,150,0.8,0.05,784,794,801,1.2755102040816313,0.6433584960004737,0.22869651900055032,57,5967,9.152542372881356,0.0
medium,la17,lower_mutation,5,4,50,150,0.8,0.05,784,788,789,0.5102040816326481,0.6237236719998691,0.4256733499996699,101,6002,7.249712313003452,0.0
medium,la17,lower_mutation,6,5,50,150,0.8,0.05,784,797,797,1.658163265306123,0.6411519659995975,0.17308382600003824,38,5981,9.626274065685164,0.0
medium,la17,lower_mutation,7,6,50,150,0.8,0.05,784,799,799,1.913265306122458,0.6440207790001296,0.41448132900040946,94,5980,8.568207440811724,0.0
medium,la17,lower_mutation,8,7,50,150,0.8,0.05,784,790,790,0.7653061224489832,0.6106933040000513,0.34089283699995576,82,5966,9.213483146067416,0.0
medium,la17,lower_mutation,9,8,50,150,0.8,0.05,784,797,797,1.658163265306123,0.6432379990001209,0.3116205429996626,72,5973,10.726256983240223,0.0
medium,la17,lower_mutation,10,9,50,150,0.8,0.05,784,797,797,1.658163265306123,0.6199374850002641,0.09935877099997015,22,5956,9.534619750283769,0.0
medium,la17,lower_mutation,11,10,50,150,0.8,0.05,784,797,797,1.658163265306123,0.6969243000003189,0.4132615119997354,85,6048,6.920415224913495,0.0
medium,la17,lower_mutation,12,11,50,150,0.8,0.05,784,830,830,5.867346938775508,0.6848487950001072,0.16192623200004164,33,5959,11.039657020364416,0.0
medium,la17,lower_mutation,13,12,50,150,0.8,0.05,784,804,804,2.5510204081632626,0.6104576260004251,0.43893554599981144,107,5894,10.915104740904079,0.0
medium,la17,lower_mutation,14,13,50,150,0.8,0.05,784,787,789,0.3826530612244916,0.6167522829991867,0.5889739329995791,143,5907,8.493771234428086,0.2534854245880862
medium,la17,lower_mutation,15,14,50,150,0.8,0.05,784,809,809,3.1887755102040893,0.6422018750008647,0.22399728000073083,49,5966,7.882882882882883,0.0
medium,la17,lower_mutation,16,15,50,150,0.8,0.05,784,804,804,2.5510204081632626,0.6000848399999086,0.1380664259995683,31,5832,11.258278145695364,0.0
medium,la17,lower_mutation,17,16,50,150,0.8,0.05,784,806,816,2.8061224489795977,0.6369483360003869,0.09173037300024589,20,6012,4.161712247324614,0.0
medium,la17,lower_mutation,18,17,50,150,0.8,0.05,784,794,794,1.2755102040816313,0.6802372000001924,0.22289641200040933,52,5899,7.752808988764045,0.0
medium,la17,lower_mutation,19,18,50,150,0.8,0.05,784,804,804,2.5510204081632626,0.6367343990004883,0.13094988600005308,30,6021,9.662921348314606,0.0
medium,la17,lower_mutation,20,19,50,150,0.8,0.05,784,804,804,2.5510204081632626,0.6354850460002126,0.1368954780000422,32,5977,12.035010940919037,0.0
medium,la17,lower_mutation,21,20,50,150,0.8,0.05,784,804,806,2.5510204081632626,0.617902187999789,0.09219106100044883,21,5923,7.26643598615917,0.0
