generation,generation_best,generation_mean,best_so_far,elapsed_seconds
66,666,684.4,666,0.17763023900079133
67,666,681.28,666,0.17978319600024406
68,666,675.64,666,0.1818007760002729
69,666,674.12,666,0.18379104400082724
70,666,679.1,666,0.1859143130004668
71,666,673.92,666,0.18783332900056848
72,666,677.32,666,0.18966090800040547
73,666,674.4,666,0.19147542400060047
74,666,673.0,666,0.1933825660007642
75,666,676.72,666,0.19548327200027416
76,666,673.46,666,0.19768016600028204
77,666,672.3,666,0.19975831000010658
78,666,672.06,666,0.20179726500009565
79,666,672.62,666,0.20403928500036272
80,666,673.32,666,0.20615780400021322
81,666,675.7,666,0.20850788700045086
82,666,671.3,666,0.21062878100019589
83,666,676.18,666,0.21247654700073326
84,666,676.4,666,0.21477319200039346
85,666,673.44,666,0.21672427200064703
86,666,672.26,666,0.21886179100056324
87,666,675.04,666,0.22075824500007002
88,666,678.66,666,0.22284351300004346
89,666,673.78,666,0.22498222000012902
90,666,676.22,666,0.22697723700002825
91,666,679.94,666,0.22910169400074665
92,666,678.24,666,0.23132115099997463
93,666,676.68,666,0.23334585600059654
94,666,672.24,666,0.23526606100040226
95,666,674.4,666,0.23736201700012316
96,666,672.28,666,0.2393237840005895
97,666,673.76,666,0.2413425520007877
98,666,675.28,666,0.24346581999998307
99,666,674.74,666,0.24520196100002067
100,666,676.86,666,0.24740123000083258
101,666,681.18,666,0.24965987500036135
102,666,683.64,666,0.25134851500024524
103,666,675.8,666,0.2534029080006803
104,666,674.96,666,0.25549411400061217
105,666,675.1,666,0.25768744600009086
106,666,679.46,666,0.25986771500083705
107,666,673.6,666,0.2616477930005203
108,666,678.12,666,0.26354424800047127
109,666,673.58,666,0.2656817670003875
110,666,675.24,666,0.2680033490005371
111,666,676.92,666,0.27027980700040644
112,666,675.22,666,0.27229501200054074
113,666,688.44,666,0.2744859690001249
114,666,678.9,666,0.2764037990000361
115,666,671.68,666,0.2786125680004261
116,666,670.08,666,0.28102440200018464
117,666,670.96,666,0.28289354300068226
118,666,680.32,666,0.284947937000652
119,666,674.62,666,0.28704270500020357
120,666,680.6,666,0.28903178500058857
121,666,679.96,666,0.29108974100017804
122,666,682.8,666,0.29333651100023417
123,666,680.82,666,0.2954384040003788
124,666,681.04,666,0.2973455460005425
125,666,678.38,666,0.2993999390000681
126,666,678.14,666,0.3014448320000156
127,666,675.8,666,0.30323441000018647
128,666,675.66,666,0.3053386790006698
129,666,676.36,666,0.30742038500011404
130,666,675.82,666,0.3096956550007235
131,666,675.24,666,0.31226899000012054
132,666,670.44,666,0.31421650700031023
133,666,671.12,666,0.3163908390006327
134,666,670.32,666,0.3183466690006753
135,666,672.6,666,0.3203535610000472
136,666,670.46,666,0.32216570200034766
137,666,671.44,666,0.3242960960005803
138,666,672.82,666,0.3266271790007522
139,666,677.58,666,0.32873263500005123
140,666,677.42,666,0.33036546200037264
141,666,675.46,666,0.3325053560001834
142,666,675.1,666,0.33451818600042316
143,666,676.4,666,0.33668539300015254
144,666,670.14,666,0.33869347300060326
145,666,673.16,666,0.3409889310005383
146,666,673.94,666,0.3429162610000276
147,666,673.5,666,0.34501340400038316
148,666,671.9,666,0.34712598500027525
149,666,671.84,666,0.34940244300014456
150,666,671.8,666,0.3514948360007111
