generation,generation_best,generation_mean,best_so_far,elapsed_seconds
0,782,879.55,782,0.0009737469999890891
1,736,859.05,736,0.00178362000042398
2,755,848.5,736,0.0027027420001104474
3,779,846.35,736,0.003424739999900339
4,742,817.0,736,0.004108738000468293
5,725,802.6,725,0.004681112000071153
6,725,789.3,725,0.005382922000535473
7,710,818.1,710,0.006348357000206306
8,702,811.55,702,0.0071190429998750915
9,729,791.95,702,0.008042915000260109
10,674,788.65,674,0.008881288000338827
11,674,767.35,674,0.009552223000355298
12,674,761.65,674,0.010174472000471724
13,674,746.55,674,0.010976032000144187
14,674,755.9,674,0.011779966999711178
15,674,755.2,674,0.012728777000120317
16,696,753.25,674,0.013727462000133528
17,663,722.1,663,0.014540897000188124
18,663,723.7,663,0.014977896000345936
19,692,733.45,663,0.0157794560000184
20,663,722.4,663,0.016691454000465455
21,663,718.25,663,0.01746451400049409
22,663,711.65,663,0.018141387000468967
23,674,712.15,663,0.019130571999994572
24,674,716.2,663,0.020194569000523188
25,678,721.25,663,0.021070941999823845
26,663,705.95,663,0.021929501999693457
27,674,700.75,663,0.0226004380001541
28,674,709.5,663,0.023246435999681125
29,674,700.1,663,0.02402424600040831
30,663,684.2,663,0.024809182000353758
31,663,676.4,663,0.025494366999737395
32,663,684.15,663,0.026246053000249958
33,663,685.95,663,0.026977551000527455
34,663,694.65,663,0.027731611000490375
35,663,669.2,663,0.02852842199990846
36,663,685.4,663,0.02940598199984379
37,663,677.05,663,0.030186167000465502
38,663,669.25,663,0.030841665000480134
39,663,672.95,663,0.03157316299984814
40,663,663.0,663,0.03233553599966399
41,663,677.2,663,0.03294353399996908
42,663,675.75,663,0.03359071999966545
43,663,675.35,663,0.03425928100023157
44,663,668.3,663,0.03492546699999366
45,663,674.4,663,0.03567715200006205
46,663,678.35,663,0.03636590000041906
47,663,671.5,663,0.03701664799973514
48,663,674.95,663,0.03782295899964083
49,663,680.0,663,0.03851170699999784
50,663,665.15,663,0.03934532899984333
51,663,672.15,663,0.040164701999856334
52,663,667.05,663,0.04100307499993505
53,663,663.0,663,0.041754760000003444
54,663,667.8,663,0.04259432100025151
55,663,676.85,663,0.04338044300038746
56,663,663.0,663,0.04429006600003049
57,663,679.8,663,0.04519731300024432
58,663,665.15,663,0.046040436000112095
59,663,666.85,663,0.04678618399975676
60,663,672.6,663,0.04731818300024315
61,663,673.0,663,0.04813874299998133
62,663,671.5,663,0.049051928000153566
63,663,671.2,663,0.04983567599992966
64,663,672.35,663,0.050587360999998054
65,663,672.1,663,0.05115854700034106
66,663,673.35,663,0.051666796000063187
67,663,663.0,663,0.05215485700045974
68,663,668.65,663,0.05281629300043278
69,663,673.75,663,0.053135729000132415
70,663,669.4,663,0.05368672799977503
71,663,665.1,663,0.053996663999896555
72,663,670.3,663,0.054403975999775867
73,663,669.05,663,0.05489441200006695
74,663,671.85,663,0.055465598000409955
75,663,663.0,663,0.05604747100005625
76,663,665.15,663,0.05657828200037329
77,663,663.0,663,0.05706040600034612
78,663,678.45,663,0.05778121599996666
79,663,674.0,663,0.05850915199971496
80,663,668.95,663,0.05925965000005817
81,663,669.95,663,0.0598795229998359
82,663,668.3,663,0.06048277199988661
83,663,672.1,663,0.06128076900040469
84,663,676.75,663,0.06193507999978465
85,663,663.0,663,0.06257870300032664
86,663,672.75,663,0.06323657699977048
87,663,681.2,663,0.06391107499985083
88,663,671.6,663,0.06455469800039282
89,663,663.0,663,0.06532894599968131
90,663,666.15,663,0.06613050600026327
91,663,667.4,663,0.0668738790000134
92,663,669.9,663,0.06767900199974974
93,663,667.65,663,0.06852450000042154
94,663,668.5,663,0.06925837299968407
95,663,676.3,663,0.06984974599981797
96,663,663.0,663,0.07033543200032
97,663,668.95,663,0.07085318100052973
98,663,667.35,663,0.07150036599978193
99,663,663.0,663,0.0721475520003878
100,663,663.0,663,0.07278523800050607
101,663,679.35,663,0.07360579800024425
102,663,663.0,663,0.07423992100029864
103,663,673.35,663,0.07500229400011449
104,663,666.7,663,0.07553429299969139
105,663,674.55,663,0.07630972800052405
106,663,671.4,663,0.07707091399970523
107,663,666.35,663,0.07771453700024722
108,663,673.5,663,0.07860278400039533
109,663,680.0,663,0.07916328300052555
110,663,663.0,663,0.07985203099997307
111,663,677.35,663,0.08083052799975121
112,663,677.1,663,0.0815525260004506
113,663,679.35,663,0.08243839900023886
114,663,669.5,663,0.08307608500035712
115,663,667.8,663,0.08376602000043931
116,663,670.05,663,0.08449276800001826
117,663,678.1,663,0.0853893280000193
118,663,669.2,663,0.08614220100025705
